,0,1,2,3,4,5
0,0.0,0.01581682016049456,0.014491828441718823,0.035205466850270734,0.09246153628947006,0.027894542047719108
1,1.0,0.01695177507799587,0.035989520001114925,0.02585300609732943,0.03462566942551148,0.09617674893346481
2,2.0,0.025096373545816685,0.04285170223640255,0.028961523998515763,0.039280573477110683,0.027278132725908164
3,3.0,0.009485353539099533,0.023064111164011896,0.027530966901488815,0.07960992133658804,0.03987300554118571
4,4.0,0.07086004609708495,0.028684911991298568,0.021251995700792194,0.008710533699010146,0.01632575772667673
5,5.0,0.03436755274782023,0.023978673577694218,0.04327156837815261,0.09670408027620352,0.014387426922203343
6,6.0,0.024030817189067005,0.024433800441854836,0.020438356581239873,0.09369920686829653,0.020057833472386176
7,7.0,0.01931771170303036,0.013259298699196183,0.08773203322764737,0.02468075961755378,0.07485519168991862
8,8.0,0.06508392143042849,0.0433979482324496,0.050528043484587545,0.010605995479184912,0.0147758568426424
9,9.0,0.03895783290017777,0.03807055973506594,0.02352045044463515,0.03660456596992867,0.016326049046266503
10,10.0,0.08627268026541197,0.019037938930270136,0.03051377241110403,0.02375258794451995,0.06615135126081022
11,11.0,0.053501173947313956,0.02766974649392841,0.035066037213696964,0.013194811204141748,0.02053700793835845
12,12.0,0.04550195023677116,0.02003025013203226,0.023439091327710302,0.021292933673648953,0.03628161050076593
13,13.0,0.024938336692550696,0.021378599607998035,0.017224840079665092,0.03611056272303985,0.03172594625685357
14,14.0,0.03064099263710931,0.04160355693670747,0.02146137921800083,0.05560820592143111,0.02912366529686566
15,15.0,0.02704411088612951,0.03405958891485035,0.04115567609190641,0.017648743304344315,0.023114263428725617
16,16.0,0.0904605812071251,0.0396412851427829,0.040752719028364,0.016301767463153326,0.014979977503158647
17,17.0,0.057412406376043584,0.017987305248849172,0.026023909526629748,0.03619365383413464,0.022272057639004982
18,18.0,0.016340929153739987,0.02307223968430263,0.07464566871806479,0.013687049515582871,0.10292651708532802
19,19.0,0.05925634883748975,0.013196366427962881,0.02759072810191683,0.040679887851595584,0.030019778788964672
20,20.0,0.022936969995225712,0.039066726754926305,0.04460997649872188,0.04661451681280738,0.018528404302079946
21,21.0,0.01672357144422687,0.018428502004100726,0.030921612790971716,0.023128564228246513,0.05047932310991203
22,22.0,0.0236459113195966,0.021995806601481684,0.034991158974271186,0.01245394701484336,0.05151533707913535
23,23.0,0.051701554270654676,0.030433372180517334,0.03893197629308527,0.0523339725270128,0.024296658497312232
24,24.0,0.065333330360355,0.023298138920900064,0.023231660607684664,0.025906738783625673,0.0268473998626468
25,25.0,0.041432279026272466,0.0285766653536225,0.02449074470571821,0.016342944624980794,0.03239655119613783
26,26.0,0.0615485676565352,0.01343444688781719,0.023918668488725637,0.07714129483004004,0.037861092376608424
27,27.0,0.0589342822603731,0.021871058131574524,0.01678903057794707,0.018807101953599536,0.026611099502430204
28,28.0,0.0963471750448366,0.01050853657112959,0.0708021376262212,0.03951549056033889,0.01769802047699625
29,29.0,0.017303185947259506,0.04789379929523298,0.019717650402675722,0.03293785761392027,0.09917818297265829
30,30.0,0.05299027349908384,0.012219340669885075,0.021368589760770662,0.020803325190167674,0.05101720089390777
31,31.0,0.02209317150283103,0.10284717350779916,0.03905004207629911,0.013797112389679332,0.033832800110578216
32,32.0,0.03287584508046249,0.03180349280153801,0.017882100308274536,0.07201535150030682,0.021326679602078475
33,33.0,0.02096775604305672,0.1020197386501554,0.037772125298772344,0.026322374348629936,0.05530571738998968
34,34.0,0.022615721184913173,0.01865280733190044,0.04648858446974601,0.05457438392316541,0.0224616515286512
35,35.0,0.04342070174172878,0.023560077275734125,0.014464399215649567,0.02237795506780809,0.034565391067732265
36,36.0,0.05773988985201725,0.045216878382127755,0.005377769299461586,0.016950338892932574,0.015400813462766045
37,37.0,0.01561043736903278,0.051862437913795426,0.03572600306833536,0.014977251067002784,0.06021082588748878
38,38.0,0.025998133798275716,0.027052932883688135,0.10495401460004355,0.03287670421973792,0.01411168580893727
39,39.0,0.045790532065926266,0.01654569536762109,0.023909783831471184,0.026193860853846944,0.04655229719975526
