0.25064	-0.91904	0.25064	-0.09374	-0.9597	-0.99
0.23808	-0.91936	0.23808	-0.093	-0.96208	-0.99
0.26684	-0.91904	0.26684	-0.0937	-0.96046	-0.99
0.19732	-0.91896	0.19732	-0.0931	-0.95974	-0.99
0.2349	-0.9187	0.2349	-0.09272	-0.96036	-0.99
0.09806	-0.91918	0.09806	-0.0929	-0.9609	-0.99
0.22236	-0.919	0.22236	-0.09276	-0.95994	-0.99
0.27668	-0.91916	0.27668	-0.09278	-0.9594	-0.99
0.2462	-0.91928	0.2462	-0.09402	-0.96084	-0.99
0.3036	-0.91908	0.3036	-0.09238	-0.95986	-0.99
0.2074	-0.91932	0.2074	-0.09354	-0.9606	-0.99
0.2101	-0.91838	0.2101	-0.0936	-0.96218	-0.99
0.30412	-0.91968	0.30412	-0.09328	-0.95944	-0.99
0.23808	-0.9192	0.23808	-0.09208	-0.96184	-0.99
0.26584	-0.91948	0.26584	-0.0925	-0.96102	-0.99
0.24004	-0.91968	0.24004	-0.09328	-0.95908	-0.99
0.20152	-0.91944	0.20152	-0.0929	-0.95942	-0.99
0.25628	-0.91932	0.25628	-0.09292	-0.96026	-0.99
0.22892	-0.91916	0.22892	-0.09338	-0.96092	-0.99
0.23912	-0.91916	0.23912	-0.09366	-0.95902	-0.99
0.17752	-0.9186	0.17752	-0.09276	-0.96072	-0.99
0.26592	-0.919	0.26592	-0.09326	-0.96182	-0.99
0.25668	-0.91864	0.25668	-0.0932	-0.9609	-0.99
0.29462	-0.9189	0.29462	-0.09268	-0.95932	-0.99
0.22814	-0.91918	0.22814	-0.09358	-0.95896	-0.99
0.32874	-0.91986	0.32874	-0.0934	-0.95936	-0.99
0.25686	-0.91862	0.25686	-0.0937	-0.96152	-0.99
0.18116	-0.9186	0.18116	-0.09322	-0.96068	-0.99
0.20822	-0.91918	0.20822	-0.09322	-0.95994	-0.99
0.298	-0.92	0.298	-0.09368	-0.96064	-0.99
0.31638	-0.91942	0.31638	-0.09272	-0.96018	-0.99
0.24986	-0.91898	0.24986	-0.0931	-0.96012	-0.99
0.22174	-0.9187	0.22174	-0.09246	-0.95902	-0.99
0.2604	-0.91912	0.2604	-0.09288	-0.95998	-0.99
0.29354	-0.91922	0.29354	-0.09252	-0.96066	-0.99
0.19264	-0.91996	0.19264	-0.09352	-0.95994	-0.99
0.23772	-0.91896	0.23772	-0.09298	-0.95926	-0.99
0.25374	-0.9195	0.25374	-0.09386	-0.96024	-0.99
0.25358	-0.9191	0.25358	-0.09302	-0.95974	-0.99
0.26834	-0.91954	0.26834	-0.09334	-0.96002	-0.99
0.2271	-0.91874	0.2271	-0.09366	-0.95942	-0.99
0.25044	-0.91916	0.25044	-0.093	-0.95946	-0.99
0.23362	-0.91922	0.23362	-0.0929	-0.96018	-0.99
0.21242	-0.91946	0.21242	-0.09292	-0.95932	-0.99
0.18628	-0.91884	0.18628	-0.09284	-0.96028	-0.99
0.22182	-0.91946	0.22182	-0.09228	-0.9606	-0.99
0.27006	-0.91934	0.27006	-0.09334	-0.9612	-0.99
0.24436	-0.91864	0.24436	-0.09292	-0.96072	-0.99
0.32122	-0.91914	0.32122	-0.09336	-0.95956	-0.99
0.21952	-0.91932	0.21952	-0.09296	-0.95988	-0.99
0.25478	-0.91914	0.25478	-0.09322	-0.95982	-0.99
0.21618	-0.91902	0.21618	-0.0922	-0.96014	-0.99
0.1906	-0.9194	0.1906	-0.09378	-0.96036	-0.99
0.26184	-0.91932	0.26184	-0.09326	-0.96038	-0.99
0.23326	-0.91866	0.23326	-0.09226	-0.96016	-0.99
0.2217	-0.9193	0.2217	-0.09292	-0.95972	-0.99
0.20756	-0.91884	0.20756	-0.09334	-0.96032	-0.99
0.23732	-0.91896	0.23732	-0.0928	-0.96044	-0.99
0.28746	-0.91926	0.28746	-0.09294	-0.96052	-0.99
0.25684	-0.91924	0.25684	-0.09282	-0.95996	-0.99
0.25696	-0.9196	0.25696	-0.09316	-0.95982	-0.99
0.27904	-0.9192	0.27904	-0.09234	-0.96004	-0.99
0.26324	-0.9186	0.26324	-0.09278	-0.95948	-0.99
0.19308	-0.91928	0.19308	-0.0936	-0.95996	-0.99
0.2618	-0.91944	0.2618	-0.09322	-0.96204	-0.99
0.2458	-0.9188	0.2458	-0.09236	-0.95986	-0.99
0.2408	-0.9198	0.2408	-0.09318	-0.9602	-0.99
0.24088	-0.91936	0.24088	-0.09388	-0.96112	-0.99
0.23442	-0.91906	0.23442	-0.09266	-0.96058	-0.99
0.29594	-0.92002	0.29594	-0.09304	-0.9606	-0.99
0.28052	-0.9196	0.28052	-0.09324	-0.95996	-0.99
0.24812	-0.91956	0.24812	-0.09282	-0.95948	-0.99
