124750	119839	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	17381	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	119580	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	121382	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	101629	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	118035	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	103143	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	17575	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	47613	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	107576	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	115839	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	9411	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	121874	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	120357	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	78387	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	121081	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	63795	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	122692	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	113462	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	3966	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	39490	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	113222	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	4024	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	106069	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	123999	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	46475	8542	3855	500	0	71808	43995	126747	499	124750	500
