124750	62654	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	58164	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	64212	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	64410	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	59797	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	62547	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	60599	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	63940	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	61411	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	61336	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	6670	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	121962	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	122319	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	6568	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	2369	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	3639	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	3491	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	51367	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	26133	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	15987	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	55174	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	8040	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	121225	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	2457	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	120591	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	10763	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	119032	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	25428	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	8798	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	5627	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	95581	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	118216	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	121917	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	1910	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	7476	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	102214	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	1890	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	119127	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	54361	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	11065	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	115355	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	7012	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	117122	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	3149	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	4790	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	121776	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	13673	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	2752	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	37712	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	19515	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	118651	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	119907	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	121459	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	8771	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	121645	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	7609	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	1824	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	14804	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	123702	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	94500	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	55500	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	9505	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	19592	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	4494	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	120516	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	122549	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	2377	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	91264	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	18216	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	12418	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	7323	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	7889	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	3040	8542	3855	500	0	71808	43995	126747	499	124750	500
124750	28436	8542	3855	500	0	71808	43995	126747	499	124750	500
