60616	4046	60616	45328	1948	500
63686	4038	63686	45380	2015	500
59806	4054	59806	45353	1932	500
61604	4028	61604	45312	1979	500
62160	4032	62160	45327	1976	500
63821	4053	63821	45343	2000	500
64850	4004	64850	45324	1964	500
60758	4060	60758	45326	1993	500
60166	4054	60166	45369	2000	500
63161	4041	63161	45344	1984	500
61794	4046	61794	45335	1948	500
65051	4041	65051	45366	1994	500
60745	4029	60745	45364	2051	500
61584	4046	61584	45303	2004	500
61116	4034	61116	45355	1967	500
62992	4046	62992	45376	1983	500
59607	4085	59607	45374	2004	500
64605	4011	64605	45323	2029	500
63149	4013	63149	45343	1986	500
61755	4043	61755	45344	1930	500
59464	4068	59464	45364	1976	500
63723	4043	63723	45336	2043	500
60958	4050	60958	45344	1981	500
60366	4034	60366	45291	2007	500
62610	4016	62610	45377	2034	500
62474	4068	62474	45346	2024	500
62334	4020	62334	45355	2000	500
63023	4055	63023	45347	2057	500
63568	4030	63568	45308	2020	500
60268	4038	60268	45368	1966	500
62865	4049	62865	45349	1971	500
61527	4055	61527	45341	1928	500
63574	4040	63574	45329	2016	500
62409	4039	62409	45342	1917	500
62132	4024	62132	45347	2001	500
63935	4043	63935	45355	2013	500
64182	4022	64182	45356	2021	500
61645	4025	61645	45336	1935	500
64394	4050	64394	45358	1976	500
62278	4052	62278	45366	1951	500
62602	4008	62602	45325	1991	500
62663	4047	62663	45356	2027	500
64136	4052	64136	45337	1969	500
65732	4068	65732	45366	2097	500
59025	4035	59025	45367	1997	500
60392	4062	60392	45354	1952	500
63385	4057	63385	45357	1962	500
60325	4039	60325	45348	1973	500
59341	4067	59341	45361	1916	500
62754	4034	62754	45323	1987	500
65682	4014	65682	45334	2009	500
65070	4022	65070	45362	2035	500
60772	4048	60772	45348	1967	500
59020	4050	59020	45356	2007	500
59683	4033	59683	45346	2000	500
62817	4031	62817	45367	1995	500
64414	4032	64414	45321	1961	500
64625	4001	64625	45330	1997	500
63216	4060	63216	45349	1929	500
62844	4052	62844	45287	2006	500
62984	4036	62984	45366	1971	500
62370	4032	62370	45354	1961	500
59330	4058	59330	45337	1975	500
62022	4038	62022	45327	1982	500
59096	4060	59096	45401	1976	500
64017	4035	64017	45371	1975	500
63207	4045	63207	45344	1970	500
60514	4052	60514	45278	2003	500
61863	4031	61863	45375	2032	500
59023	4063	59023	45319	1979	500
62377	4033	62377	45330	2009	500
62271	4053	62271	45336	1995	500
64141	4053	64141	45388	2018	500
61984	4050	61984	45383	1980	500
63509	4075	63509	45361	2002	500
60844	4062	60844	45350	1958	500
65205	4035	65205	45327	2000	500
64220	4034	64220	45328	1994	500
62731	4077	62731	45348	1958	500
63301	4041	63301	45364	1998	500
63078	4040	63078	45316	1939	500
63153	4071	63153	45345	2028	500
61292	4036	61292	45340	1972	500
61358	4036	61358	45338	2078	500
63885	4027	63885	45356	1979	500
63131	4033	63131	45335	1981	500
64737	4041	64737	45374	2018	500
65634	4034	65634	45366	2018	500
61184	4046	61184	45319	1950	500
63983	4035	63983	45335	2057	500
62231	4005	62231	45331	1968	500
60573	4057	60573	45350	1925	500
62559	4029	62559	45336	1994	500
62481	4065	62481	45321	1984	500
63420	4018	63420	45341	1993	500
61959	4029	61959	45368	1970	500
63809	4027	63809	45335	1943	500
58237	4101	58237	45338	1968	500
61205	4029	61205	45341	1943	500
62483	4041	62483	45387	2003	500
8804	4186	8804	44988	1452	500
73016	4010	73016	45340	2073	500
23884	4162	23884	45189	1724	500
108358	3812	108358	45038	1926	500
112537	3781	112537	44978	1827	500
120697	3709	120697	44551	1456	500
69379	4003	69379	45319	1952	500
9382	4190	9382	44887	1435	500
9938	4176	9938	44911	1444	500
100190	3850	100190	45229	1860	500
8997	4191	8997	44868	1400	500
93066	3912	93066	45319	2055	500
17208	4156	17208	45137	1643	500
122347	3685	122347	44338	1333	500
118607	3709	118607	44630	1629	500
25576	4126	25576	45275	1773	500
106167	3809	106167	45003	1897	500
43671	4117	43671	45317	1867	500
94466	3894	94466	45252	2084	500
16984	4166	16984	45088	1655	500
7936	4174	7936	44862	1391	500
111747	3785	111747	44935	1812	500
11503	4169	11503	44975	1534	500
107312	3784	107312	45069	1927	500
109469	3773	109469	45011	1912	500
10833	4165	10833	44887	1567	500
7978	4196	7978	44814	1438	500
19633	4167	19633	45174	1646	500
6978	4182	6978	44782	1413	500
54460	4070	54460	45347	1882	500
19066	4172	19066	45106	1699	500
18029	4185	18029	45150	1631	500
9765	4183	9765	44939	1418	500
110340	3782	110340	44997	1843	500
12592	4158	12592	44978	1568	500
14164	4174	14164	45037	1644	500
10560	4194	10560	44949	1482	500
112348	3742	112348	44967	1823	500
83967	3955	83967	45336	2087	500
111862	3792	111862	44974	1772	500
115397	3745	115397	44808	1778	500
108829	3811	108829	45076	1811	500
11399	4183	11399	44963	1530	500
54549	4077	54549	45300	1974	500
112648	3772	112648	44918	1770	500
12281	4173	12281	44974	1488	500
5950	4180	5950	44780	1286	500
116337	3739	116337	44769	1792	500
73562	3984	73562	45315	2036	500
11887	4181	11887	45035	1568	500
107652	3818	107652	45027	1850	500
114696	3738	114696	44863	1809	500
13766	4178	13766	45074	1589	500
27629	4107	27629	45295	1841	500
11188	4174	11188	44994	1495	500
83159	3943	83159	45286	2023	500
21525	4145	21525	45176	1687	500
11463	4179	11463	44946	1519	500
122879	3661	122879	44224	1270	500
110637	3753	110637	45069	1839	500
115793	3751	115793	44802	1719	500
90321	3919	90321	45303	2127	500
71425	4009	71425	45349	1972	500
114115	3767	114115	44882	1792	500
116609	3747	116609	44811	1758	500
117977	3735	117977	44726	1652	500
13169	4191	13169	45015	1562	500
111838	3790	111838	44977	1802	500
116001	3737	116001	44837	1711	500
7050	4190	7050	44743	1420	500
70698	3980	70698	45337	2009	500
93527	3867	93527	45236	2070	500
5201	4191	5201	44722	1308	500
103636	3818	103636	45128	1950	500
57379	4063	57379	45312	1963	500
14666	4168	14666	45101	1582	500
9708	4202	9708	44931	1473	500
108825	3791	108825	45042	1861	500
98308	3846	98308	45188	1941	500
18478	4160	18478	45204	1643	500
113384	3776	113384	44905	1781	500
118276	3730	118276	44744	1652	500
12464	4176	12464	45022	1536	500
106753	3833	106753	45063	1864	500
45771	4095	45771	45356	1942	500
30357	4113	30357	45303	1838	500
116253	3749	116253	44828	1702	500
85338	3932	85338	45303	1986	500
111471	3787	111471	44955	1847	500
101456	3844	101456	45233	2042	500
111350	3774	111350	44969	1849	500
26030	4128	26030	45273	1795	500
25411	4133	25411	45259	1818	500
70646	4050	70646	45319	2075	500
19204	4160	19204	45126	1682	500
11271	4175	11271	44996	1486	500
114004	3772	114004	44929	1783	500
114497	3739	114497	44867	1777	500
39234	4110	39234	45325	1874	500
116103	3721	116103	44806	1727	500
111150	3788	111150	44990	1861	500
114286	3760	114286	44833	1791	500
86822	3922	86822	45312	2044	500
17699	4165	17699	45098	1668	500
54179	4081	54179	45356	2007	500
93328	3862	93328	45245	2024	500
11263	4173	11263	45018	1570	500
94113	3891	94113	45226	2077	500
13872	4164	13872	45102	1580	500
16986	4174	16986	45127	1628	500
20946	4144	20946	45168	1704	500
100116	3836	100116	45148	2009	500
82991	3965	82991	45336	2017	500
105386	3804	105386	45102	1924	500
113927	3735	113927	44875	1809	500
110063	3799	110063	45008	1904	500
62421	4051	62421	45343	1922	500
105876	3822	105876	45156	1898	500
116167	3743	116167	44860	1704	500
15310	4154	15310	45079	1600	500
87775	3951	87775	45293	2052	500
59436	4068	59436	45352	1956	500
14888	4164	14888	45093	1571	500
110631	3783	110631	44971	1836	500
13740	4180	13740	45009	1565	500
8652	4194	8652	44883	1459	500
45247	4089	45247	45352	1925	500
106919	3809	106919	45054	1913	500
7186	4196	7186	44808	1384	500
104820	3828	104820	45078	1954	500
118834	3732	118834	44694	1618	500
114352	3750	114352	44886	1729	500
34353	4151	34353	45283	1813	500
119296	3712	119296	44582	1541	500
14305	4193	14305	45115	1599	500
111025	3797	111025	44994	1836	500
103214	3812	103214	45157	1895	500
99566	3832	99566	45111	1942	500
62605	4035	62605	45362	1973	500
53448	4068	53448	45336	2011	500
118409	3753	118409	44626	1628	500
97305	3871	97305	45228	1988	500
73562	3994	73562	45315	2045	500
96602	3874	96602	45191	2003	500
78436	3982	78436	45336	1951	500
114224	3752	114224	44823	1878	500
9607	4187	9607	44908	1485	500
65934	4026	65934	45334	1978	500
109683	3805	109683	45025	1842	500
117937	3711	117937	44674	1701	500
58190	3876	58190	45059	1929	500
96377	3933	96377	45219	1976	500
54013	4087	54013	45350	2001	500
41888	4106	41888	45331	1847	500
25653	4153	25653	45326	1729	500
94589	3905	94589	45242	2021	500
32509	4099	32509	45079	1735	500
76489	3925	76489	45297	2028	500
48416	3964	48416	44949	1782	500
95679	3797	95679	45120	2040	500
86620	3884	86620	45330	2014	500
74661	3961	74661	45361	2071	500
24179	4147	24179	45143	1735	500
111626	3696	111626	44832	1886	500
37567	4117	37567	45266	1829	500
79572	3824	79572	45258	2040	500
71516	4034	71516	45334	1994	500
20914	4168	20914	45269	1701	500
107231	3855	107231	45072	1963	500
78034	3906	78034	45307	2024	500
17749	4163	17749	45148	1613	500
31888	4120	31888	45300	1810	500
52551	4039	52551	45337	1946	500
66298	4022	66298	45337	2002	500
17858	4162	17858	44979	1547	500
10835	4189	10835	44945	1465	500
103284	3874	103284	45147	1978	500
22116	4168	22116	45197	1683	500
82906	4000	82906	45292	2073	500
57467	4025	57467	45345	1978	500
19621	4149	19621	45156	1649	500
67502	4090	67502	45279	1974	500
54813	4009	54813	45307	1954	500
45684	4104	45684	45306	2008	500
12929	4195	12929	45004	1515	500
24473	4133	24473	45106	1688	500
103883	3775	103883	45044	2050	500
68995	3981	68995	45355	2068	500
49627	4041	49627	45295	1881	500
17064	4190	17064	44936	1475	500
33581	4105	33581	45178	1768	500
48562	4018	48562	45290	1872	500
37117	4059	37117	45176	1799	500
96333	3797	96333	45127	2033	500
66738	3870	66738	45122	1955	500
102889	3755	102889	44948	2018	500
52695	3993	52695	45224	1864	500
19652	4150	19652	45079	1644	500
78908	3870	78908	45297	1967	500
61188	4076	61188	45361	1982	500
11901	4183	11901	44977	1514	500
69030	4030	69030	45310	2034	500
81101	3891	81101	45290	2011	500
81568	3912	81568	45349	2020	500
113050	3716	113050	44752	1856	500
111776	3820	111776	44809	1970	500
37347	4095	37347	45261	1900	500
77168	3846	77168	45176	2030	500
52180	4122	52180	45273	1892	500
61344	4002	61344	45279	1960	500
49718	4082	49718	45354	1935	500
101228	3780	101228	45126	2059	500
7496	4208	7496	44701	1306	500
117201	3795	117201	44613	1771	500
70928	3990	70928	45324	2005	500
34721	4119	34721	45316	1866	500
92939	3843	92939	45178	2005	500
55120	4086	55120	45381	2034	500
50156	4096	50156	45314	1919	500
52349	4101	52349	45333	1923	500
32461	4141	32461	45299	1807	500
104119	3885	104119	45125	1889	500
108279	3839	108279	44990	1953	500
20718	4148	20718	45157	1687	500
28852	4134	28852	45200	1717	500
17285	4173	17285	45037	1635	500
46738	4128	46738	45324	1875	500
108216	3846	108216	45033	1859	500
90562	3970	90562	45285	2101	500
103581	3887	103581	45082	2091	500
66955	4061	66955	45335	1977	500
27877	4127	27877	45232	1774	500
80764	4012	80764	45310	2009	500
85659	3903	85659	45288	2008	500
48475	4059	48475	45303	1925	500
59748	4064	59748	45362	2019	500
49237	3997	49237	45283	1919	500
45210	4116	45210	45334	1913	500
57064	4058	57064	45319	1982	500
94402	3950	94402	45271	2041	500
64387	4029	64387	45341	1925	500
120919	3741	120919	44392	1485	500
106454	3756	106454	44966	1938	500
42704	4060	42704	45311	1860	500
45234	4126	45234	45315	1894	500
112788	3732	112788	44810	1867	500
10631	4187	10631	44890	1475	500
16031	4149	16031	44945	1612	500
114239	3687	114239	44637	1789	500
97665	3807	97665	45115	1952	500
8375	4191	8375	44791	1421	500
98047	3769	98047	45051	2076	500
103923	3887	103923	45166	2033	500
49573	4071	49573	45397	1914	500
69889	4027	69889	45338	2036	500
68226	4008	68226	45358	2009	500
41581	4063	41581	45274	1869	500
93038	3750	93038	44983	2121	500
23299	4139	23299	45104	1723	500
85262	3864	85262	45249	1998	500
