,0,1,2,3,4,5,6,7
0,0.0,0.03464383680513133,0.007119869699568004,0.015108463750527082,0.043690060853510494,0.013760917906197418,0.029516932447615798,0.00699868143387434
1,1.0,0.022146915079800662,0.007391320118760588,0.007244061401091119,0.014690872867116806,0.05063972025968873,0.028471906112699782,0.02162242618384251
2,2.0,0.0213892805439912,0.028840929685752692,0.03563842890724591,0.021229997605160884,0.021302043020393593,0.014581052461164147,0.03481485669104808
3,3.0,0.045396144616894146,0.029108519293259316,0.014823789611424597,0.044004608649752454,0.015152230152436462,0.015250158906583216,0.014067367016580472
4,4.0,0.014282149492263169,0.04605950308870494,0.02255873227901483,0.027861734732315863,0.02842285179164939,0.014086506910522665,0.014175698748330417
5,5.0,0.02980166909664177,0.027556765435181985,0.01379280882400953,0.02050264388647022,0.021318888204141392,0.021090663351882425,0.020805732229538687
6,6.0,0.03591986680849775,0.03592910677052485,0.0148856436886303,0.01414828771517107,0.02070286781628224,0.04260699071530635,0.014106464190647879
7,7.0,0.014436695449302766,0.02181854659299182,0.01467851597160764,0.02005680299760069,0.020977235033134846,0.034106457333489916,0.04395849539632754
8,8.0,0.03567406814301517,0.036097017175267095,0.022323870218336872,0.050121837195511366,0.022882955509201483,0.014034052795315272,0.013842504063415804
9,9.0,0.02072061100773433,0.04482577852524282,0.021425922964652122,0.020930061003831744,0.036868633714655805,0.021996235850735565,0.0486134714365148
10,10.0,0.044037167563366855,0.013356385591361548,0.0366021775973074,0.014185119896152057,0.028496583811898568,0.028284436639376534,0.04889547028013963
11,11.0,0.03706866204165301,0.02848766065801211,0.05125192539378956,0.014849083927265413,0.014617736536916552,0.02199527434241704,0.014949101123224546
12,12.0,0.014168818921091344,0.0203002884186864,0.021413402117746814,0.050322622204681595,0.014518820977465026,0.014100603693567934,0.020856361877677303
13,13.0,0.014816356082724084,0.023037649398931083,0.02873512945104735,0.022031040850148866,0.021327868698281006,0.04955462067166453,0.020302194285503852
14,14.0,0.02132977960695217,0.02848466928811143,0.03686354870298418,0.021521471520725286,0.027749691822183543,0.021464966481248182,0.04169557300343723
15,15.0,0.04966948933977503,0.03544606328090743,0.04764947910745366,0.02178723853913837,0.0147739253274087,0.015209674051551079,0.02847655108044273
16,16.0,0.03598588023571482,0.035212641959063234,0.021632478753594704,0.028380791749514068,0.028518156665162324,0.007385995757777087,0.029850485550303625
17,17.0,0.028616677562819857,0.007247135109714597,0.028296304078801005,0.007015593013999547,0.027628504176225362,0.03505634968586342,0.050936253355129614
18,18.0,0.0295544681007188,0.03035364318772223,0.022386981682931392,0.021226319135737092,0.021347337414269543,0.014011615956641453,0.014151024957291177
19,19.0,0.03516316173374548,0.035918317064623825,0.021121242721477657,0.022512920745720876,0.007042561622018713,0.02963294785217784,0.035719552467991016
20,20.0,0.028079697140143984,0.034473009808142455,0.021131706958450083,0.02269623693755473,0.02218849987405626,0.03608539034051667,0.014165927815565756
21,21.0,0.035815610507626355,0.014646777024619409,0.028908906747716814,0.006939869286734265,0.036801691828041515,0.015303953889823816,0.04947948750004391
22,22.0,0.014544356660858519,0.04219079013682175,0.007240834771587267,0.0144318479924062,0.013805969395158407,0.020577753422387175,0.03596027226163625
23,23.0,0.035308422849158756,0.014756331781055908,0.028827782270091216,0.049989971548043945,0.02826297704386254,0.013864076147947112,0.014979614097624773
24,24.0,0.021258288161020048,0.021398264456186127,0.014573725337706182,0.02876974165771278,0.04865987801735066,0.029092569284943703,0.0076998301067989485
25,25.0,0.03409530228206097,0.02077381315371706,0.007420459837868957,0.015172919372515439,0.0400288375376094,0.04178676372992201,0.007200613536828743
26,26.0,0.021687835685119825,0.021469344635633745,0.020810411046832115,0.014334014710850738,0.01490617171232334,0.04527774560750552,0.020391076641788273
27,27.0,0.01433189085001382,0.04496617321879305,0.02162832845890715,0.019854809408811024,0.02868743804718881,0.03553562963119197,0.020555768079760246
28,28.0,0.013841241571856169,0.022093781966790096,0.03393363079931922,0.01521138530036261,0.041965278490050835,0.013919954832465097,0.02779570431575827
29,29.0,0.014413727909811613,0.04376175332852041,0.013782166016745413,0.015214322009111216,0.029928106356348978,0.023110185855026354,0.0071596791019440465
30,30.0,0.02837247987947432,0.014418293432580541,0.02762731933571266,0.021661759911598834,0.042953555026019954,0.03549414013861326,0.014598508378015204
31,31.0,0.0344884728079669,0.029449239528456083,0.0141243946514778,0.026955847427544234,0.02209769001838915,0.02208287781151642,0.02018580174284225
32,32.0,0.014587270588695465,0.04846427892682825,0.029462222715101474,0.03701582916444489,0.0210083947351655,0.02173539539091707,0.014457633896033602
33,33.0,0.036542569847704,0.02656398590754038,0.04417684751253792,0.021419676155760223,0.021311587891181046,0.0070115392812338554,0.03565375377702563
34,34.0,0.00708108243565926,0.02907342917820506,0.014710084240047378,0.029056095183737897,0.034288146604673816,0.007194755655897831,0.03554583692111411
35,35.0,0.028425164197385392,0.014875389714183633,0.014085952461544588,0.020995709703773395,0.02107129002428044,0.03414649206586133,0.04996397804161356
36,36.0,0.02097368060783605,0.028353901123597782,0.021112152947208963,0.03513181047311846,0.022702892407446138,0.02810842339817212,0.014461897058096303
37,37.0,0.007152758676629149,0.02155367857378095,0.0289382276433268,0.036020867488288595,0.05243106462879161,0.027796184254517013,0.021754571249918437
38,38.0,0.014390346316823215,0.014759653669762118,0.05272733341865317,0.028647373630707518,0.02924054907319973,0.0213634399797899,0.022585701442016905
39,39.0,0.013801377262568073,0.021151448942287387,0.028865682192631994,0.03010791670814135,0.014238716886903547,0.014957700784405548,0.02940064107851075
40,40.0,0.029670876458848718,0.02152503433911703,0.020568294929780486,0.015063481178547588,0.013826681253024421,0.021795982514699625,0.04144415321436718
41,41.0,0.028295176662617008,0.02897789152465419,0.01542212212409533,0.013825415353777923,0.02076419006324972,0.022629217998127626,0.02846299233297826
42,42.0,0.021527525579416302,0.02225003579769562,0.036762900207679854,0.014187686310238956,0.03437697275963769,0.03516394021254418,0.035242614227460146
43,43.0,0.03716139204146894,0.00738873568007917,0.041024707880235975,0.02168843429607931,0.007439789075488566,0.02860700496742354,0.021596493993875622
44,44.0,0.03453363583400187,0.028910435701542787,0.013961315599117053,0.02289402597282555,0.028430053492102193,0.019743690991133135,0.021939208332661095
45,45.0,0.035173532238239914,0.014502216872934614,0.020791561743290714,0.020852577817772052,0.020917288809254888,0.03534928110666973,0.014275601646749115
