,0,1,2,3,4,5,6,7
0,0.0,0.015488640542886229,0.01749000995313515,0.024153350587906075,0.020589867620047907,0.029005468540734495,0.014258910900068365,0.042213290855128
1,1.0,0.015039091179846085,0.037161927161386346,0.015818246749784694,0.011342005159414307,0.01636526140098263,0.04112674783780015,0.010686954659212766
2,2.0,0.030414506499071754,0.015906141248427284,0.01769240828596347,0.012142679910003458,0.033073118532944375,0.021438754571519843,0.017787372988429948
3,3.0,0.024348134161257296,0.020603240254925218,0.013994613497552072,0.017661452796445258,0.022898145616503312,0.021480892184342962,0.02384515899213772
4,4.0,0.014945721500776077,0.027170402952956793,0.016074273576742532,0.029442183559133396,0.02727278637641548,0.0323739841040307,0.017010658998068515
5,5.0,0.03558378164607424,0.0235401613720573,0.020941311035954976,0.010903161310212,0.043012492959617,0.012693789478238888,0.011276547456604958
6,6.0,0.013414462152517577,0.015794196811145758,0.03828086522713018,0.024513853871189466,0.012522732270432149,0.023496151559624014,0.01747062439805277
7,7.0,0.02316538779002524,0.0300373219350538,0.017232756872441204,0.01871355654093366,0.016906827406202588,0.019306611733788167,0.01978335101976863
8,8.0,0.01594319562142816,0.01871215133717711,0.01293923193305155,0.009165808790222192,0.02908528363731942,0.04103814155834026,0.022663349078589298
9,9.0,0.01604888509445165,0.017999842386087442,0.03341394840198876,0.01705199548289379,0.020600202710365757,0.022941142521983742,0.006931800476819213
10,10.0,0.00956857999912411,0.01231949050461025,0.022009177986662735,0.024220625260631498,0.01619478028872649,0.024338553866626186,0.029328802314594858
11,11.0,0.022987863340589883,0.013739757867163858,0.027843959454759527,0.022870673038798858,0.033892309298815176,0.026010550406422528,0.010334224664735759
12,12.0,0.015364000255357727,0.030073567165063642,0.007784461122578494,0.026695622534422724,0.04435743402945839,0.016562094921507828,0.019819250693761118
13,13.0,0.014268060990695016,0.023551511378001086,0.017585885424363647,0.030583733893101126,0.019269074305370216,0.032692635659300605,0.009923604370776573
14,14.0,0.013711180443061246,0.016448324225074924,0.016823074553713326,0.02148152031240802,0.0355652226606542,0.032995924967234705,0.022163041240741824
15,15.0,0.01498389529124571,0.024438435351133617,0.01927598199124632,0.03918913639793152,0.02551164951201468,0.014478262176657784,0.029081988781928757
16,16.0,0.02584673942682704,0.020098316781635695,0.015996158702848855,0.009627275098028893,0.01857193507418711,0.03183724680154791,0.01580452912507762
17,17.0,0.01763803237657537,0.010480275439104202,0.01808753573234145,0.027149620897262885,0.027824475545114757,0.026814368587132525,0.017314985209327546
18,18.0,0.02676623852142379,0.016887767604836654,0.022810877500000888,0.012438232553551865,0.01458075663012146,0.01577104258883268,0.01348728815404221
19,19.0,0.021365627279512033,0.013283056103394605,0.026172394994778296,0.019101814504747936,0.014397499241994625,0.01950477354570364,0.014323357431280123
20,20.0,0.01061593320731822,0.018384377242783075,0.02345422793596826,0.021519483155805028,0.0124653694916441,0.02001198707847807,0.026691276554259773
21,21.0,0.020860700208133014,0.018531174945449577,0.027119393955348903,0.04052659841205622,0.013712963663986295,0.023895240235927342,0.009988652870561636
