mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
463.1566655635834,6.175282912098842,1.0853791236877441,0.2164489307987045,0.9,5,9,0.1,0.08,0.7,"{'subsample': 0.9, 'min_child_weight': 5, 'max_depth': 9, 'learning_rate': 0.1, 'gamma': 0.08, 'colsample_bytree': 0.7}",0.5739,0.57465,0.5735,0.57245,0.57365,0.57363,0.0007103520254071121,3
462.7182642459869,3.862527389380952,1.2427786350250245,0.10254945915987626,0.6,3,9,0.1,0.7,1,"{'subsample': 0.6, 'min_child_weight': 3, 'max_depth': 9, 'learning_rate': 0.1, 'gamma': 0.7, 'colsample_bytree': 1}",0.5704,0.57035,0.5692,0.57035,0.56955,0.56997,0.0004985980344927145,4
279.0604208946228,3.5660110728991095,0.44479918479919434,0.13397228079909004,0.7,1,3,0.01,0.07,0.7,"{'subsample': 0.7, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.01, 'gamma': 0.07, 'colsample_bytree': 0.7}",0.5754,0.57555,0.575,0.57535,0.5752,0.5753,0.00018708286933871206,2
452.2864163398743,65.40439112833474,0.6158247470855713,0.2582801344887661,0.9,7,12,0.1,0.1,1,"{'subsample': 0.9, 'min_child_weight': 7, 'max_depth': 12, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 1}",0.571,0.5673,0.56845,0.56885,0.57035,0.56919,0.0013309395177843197,5
185.60275506973267,34.0505759779435,0.3308621883392334,0.10316996464136495,0.6,7,6,0.05,0,0.9,"{'subsample': 0.6, 'min_child_weight': 7, 'max_depth': 6, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.9}",0.5797,0.58,0.5803,0.5795,0.5784,0.57958,0.0006493073232299105,1
