,0,1,2,3,4,5
0,0.0,0.02916099713489886,0.022092091486848642,0.022747248197064654,0.014553433931538984,0.021703642948003258
1,1.0,0.006935829819886165,0.04830445199295892,0.03549509182309661,0.014771324327340607,0.035150214286566756
2,2.0,0.0074472743074796705,0.04799475331747171,0.034053658914563883,0.013873815032950265,0.03501160711406108
3,3.0,0.014275673980108835,0.014637113078507133,0.014799659527370362,0.04160684702230978,0.03441382475007792
4,4.0,0.013757328851724515,0.02276214210979958,0.014181104892813658,0.03373543111714815,0.013156127456169715
5,5.0,0.014769293611523165,0.0428906868292067,0.027229968799580683,0.014584064194169343,0.03593237084808271
6,6.0,0.013764082869665588,0.041888560600886623,0.020103710087086415,0.014330367354045533,0.022314039490559122
7,7.0,0.02128334945982383,0.014031781799320136,0.0212125403221612,0.04291594334476118,0.028949503019525983
8,8.0,0.013925031856971361,0.020493569954341217,0.03591050025775186,0.021469007058599006,0.028416954704752497
9,9.0,0.036004788938336925,0.0520378598046077,0.020703842695131102,0.0074490194805782155,0.022500921427401902
10,10.0,0.014007339511018823,0.030400823843792637,0.028572433465595553,0.03804229735285579,0.01488168742543616
11,11.0,0.030250474119828317,0.02771864517422975,0.03569681924840183,0.02131554111504413,0.013748695575818877
12,12.0,0.020134728032793304,0.02186628153851674,0.014920495831714092,0.014365945564517268,0.044768468849575985
13,13.0,0.033356402376564565,0.028582177305188465,0.04389501527029127,0.02789386750802756,0.014536486163471158
14,14.0,0.027436514097298952,0.021057550025683585,0.013486667438408937,0.02136193879028397,0.03654566008600169
15,15.0,0.021826390395504616,0.021101721546522314,0.02982921219616478,0.029307866017006055,0.021048991968704623
16,16.0,0.029177280527378453,0.02806137344132174,0.04901250268800975,0.014014115098786202,0.014183229084615114
17,17.0,0.007413627805793289,0.04399150798278865,0.014914209684792103,0.0139964801743821,0.03475577200708362
18,18.0,0.013924209879205663,0.028436829964466885,0.03612320422197511,0.014480935531492146,0.028053769188487468
19,19.0,0.02942064972010673,0.014580468476601034,0.014163893298105794,0.01410419210734282,0.021155698376538853
20,20.0,0.021693405321773298,0.03670846946150839,0.04379581557032788,0.01457559486968153,0.014230747617188589
21,21.0,0.015153099797217127,0.028213790401885326,0.04367755941940351,0.014598440452666516,0.04343698616160086
22,22.0,0.00714817245972262,0.015167594103916326,0.028716604401078694,0.036055932809396334,0.03478118523024661
23,23.0,0.014942621574798347,0.02193411571818527,0.014709908756370337,0.0437655733570537,0.02847315233085001
24,24.0,0.029643119028746782,0.027721943458251776,0.028333215276504356,0.013284116259770511,0.013953442048358475
25,25.0,0.044759978168944885,0.02065147357767724,0.014929583438746973,0.014667688348964246,0.03529381134498189
26,26.0,0.01456867850205828,0.04893005157388816,0.020391407630437185,0.020337354608649473,0.022790850540874867
27,27.0,0.02793296923408747,0.01973972527605832,0.021618180677983587,0.020851965137408095,0.029738841028455962
28,28.0,0.0136086142667239,0.007050981923452928,0.02838909883588655,0.03513419416652432,0.04402722054482849
29,29.0,0.0,0.044847025568570405,0.01482730838269105,0.014520725884069857,0.007548868379110434
30,30.0,0.007346006291012121,0.027178292617821773,0.04443584706834211,0.01542266472038954,0.014246678767381808
31,31.0,0.014582949935819385,0.015218107155913112,0.021592709661049463,0.015097174984081165,0.03584133302405865
32,32.0,0.04763997202946387,0.027994555227807468,0.021907242527623057,0.02827071028515578,0.014798297494699042
33,33.0,0.028868728376097556,0.021778625455563763,0.021784559385820742,0.020718351759482716,0.027774689499969196
34,34.0,0.01327812463093648,0.03471295715023619,0.04501720065568417,0.029124540566451602,0.014999605995921685
35,35.0,0.03460701568657169,0.021254030839858003,0.04290065994915805,0.01445914520836238,0.014777828328014341
36,36.0,0.021662448726096836,0.03346797089480522,0.021453821890236178,0.03533946757936035,0.022167329680883276
37,37.0,0.028447972132873835,0.03572306797125471,0.04543050180921978,0.015008778194749769,0.014521695924181106
38,38.0,0.027657982976163027,0.027808153120207214,0.007278504541556629,0.02950989301505599,0.028370605142875555
39,39.0,0.046549319519858835,0.03552487289870051,0.007555702941873428,0.022750197014764977,0.022169816692701624
40,40.0,0.03498514975146484,0.01457344545624789,0.022111628989896707,0.014746158895985923,0.028029796032219313
41,41.0,0.02016988968560156,0.03703382494396346,0.0279558558337889,0.014191761495274114,0.014306209122430812
42,42.0,0.014166283654974928,0.022134932049407963,0.02257956640070845,0.012845962844678026,0.04470767038670161
43,43.0,0.014229928266234848,0.03590597317609274,0.02827116256936022,0.015076381225563967,0.022501339794838048
44,44.0,0.01430161933904345,0.028569565776360335,0.014207539030517535,0.014312882115119578,0.04947960875628189
45,45.0,0.03630251909016605,0.028600196064045978,0.007349816413879324,0.028426797302803942,0.02265468869453616
46,46.0,0.02243988292118083,0.021566172928340857,0.028058710210886063,0.02800612351201841,0.015106199697166868
47,47.0,0.013910033950155165,0.02106912200960782,0.04480078334534911,0.022288949287006952,0.04912327917852332
48,48.0,0.02094993891271554,0.014223493010464107,0.007473624461832043,0.03521265293979008,0.034254906094123454
49,49.0,0.021200510158169997,0.04770644381319993,0.028296407143694566,0.028562259863692516,0.013010161026570188
50,50.0,0.021159344325553466,0.020918982941115796,0.02836315876594185,0.021405477001923776,0.04943561266166184
51,51.0,0.029390768717507607,0.043352166744348615,0.028396183784469797,0.01517774187408191,0.015201863885407778
52,52.0,0.03654009557483892,0.014938586090921305,0.0360548128382681,0.007211508474160363,0.013929011772127223
