epoch	scaling	#test	difAvg	0difAvg	accur	TP	TN	FP	FN	P	N	correct
note: difAvg error (squared) and 0-difAvg error (squared) are multiplied by 100
2	2147483647	270	0.3237	0.3237	1.0	100.0	0.0	0.0	0.0	100.0	0.0	100.0
2	2147483647	279	0.3742	0.3742	1.0	100.0	0.0	0.0	0.0	100.0	0.0	100.0
2	2147483647	274	0.3298	0.3298	1.0	100.0	0.0	0.0	0.0	100.0	0.0	100.0
2	2147483647	257	0.2539	0.2539	1.0	99.6109	0.0	0.3891	0.0	99.6109	0.3891	99.6109
2	2147483647	255	0.4344	0.4344	1.0	99.6078	0.0	0.3922	0.0	99.6078	0.3922	99.6078
2	2147483647	260	0.26	0.26	1.0	100.0	0.0	0.0	0.0	100.0	0.0	100.0
2	2147483647	218	0.3088	0.3088	1.0	100.0	0.0	0.0	0.0	100.0	0.0	100.0
2	2147483647	245	0.2343	0.2343	1.0	100.0	0.0	0.0	0.0	100.0	0.0	100.0
2	2147483647	249	0.301	0.301	1.0	100.0	0.0	0.0	0.0	100.0	0.0	100.0
2	2147483647	266	0.5966	0.3573	0.5988	100.0	0.0	0.0	0.0	100.0	0.0	100.0
2	2147483647	250	0.4396	0.4396	1.0	99.2	0.0	0.8	0.0	99.2	0.8	99.2
2	2147483647	261	0.9047	0.4391	0.4853	99.6169	0.0	0.3831	0.0	99.6169	0.3831	99.6169
2	2147483647	272	0.3542	0.3542	1.0	100.0	0.0	0.0	0.0	100.0	0.0	100.0
2	2147483647	302	0.3093	0.3093	1.0	99.6689	0.0	0.3311	0.0	99.6689	0.3311	99.6689
2	2147483647	247	0.3316	0.3316	1.0	99.5951	0.0	0.4049	0.0	99.5951	0.4049	99.5951
25	0.125	286	1.8447	0.3658	0.1983	35.6643	0.0	0.0	64.3357	100.0	0.0	35.6643
25	0.15625	241	2.0357	0.261	0.1282	73.029	0.0	0.0	26.971	100.0	0.0	73.029
25	0.1875	287	0.6468	0.2991	0.4625	59.2334	0.0	0.3484	40.4181	99.6516	0.3484	59.2334
25	0.21875	250	1.9425	0.2872	0.1478	63.6	0.0	0.0	36.4	100.0	0.0	63.6
25	0.25	244	0.4805	0.3077	0.6402	57.7869	0.0	0.0	42.2131	100.0	0.0	57.7869
25	0.3125	265	0.2961	0.203	0.6857	76.9811	0.0	0.3774	22.6415	99.6226	0.3774	76.9811
25	0.375	281	0.5457	0.3666	0.6718	65.1246	0.0	0.3559	34.5196	99.6441	0.3559	65.1246
25	0.4375	263	0.5197	0.3028	0.5826	36.8821	0.3802	0.0	62.7376	99.6198	0.3802	37.2624
25	0.5	249	0.4157	0.3945	0.9491	42.5703	0.0	0.0	57.4297	100.0	0.0	42.5703
25	0.625	264	0.2822	0.2903	1.0286	87.5	0.0	0.3788	12.1212	99.6212	0.3788	87.5
25	0.75	263	0.1704	0.4654	2.7306	90.1141	0.0	0.0	9.8859	100.0	0.0	90.1141
25	0.875	252	0.1011	0.2837	2.8068	43.6508	0.0	0.3968	55.9524	99.6032	0.3968	43.6508
25	1	282	0.0819	0.1863	2.2748	95.7447	0.0	0.0	4.2553	100.0	0.0	95.7447
25	1.25	249	0.0998	0.3495	3.5029	34.5382	0.0	0.8032	64.6586	99.1968	0.8032	34.5382
25	1.5	258	0.1389	0.3802	2.736	96.124	0.0	0.3876	3.4884	99.6124	0.3876	96.124
25	1.75	224	0.0371	0.1883	5.0725	91.9643	0.0	0.0	8.0357	100.0	0.0	91.9643
25	2	268	0.2191	0.4259	1.9439	38.806	0.0	0.3731	60.8209	99.6269	0.3731	38.806
25	2.5	263	0.1715	0.4636	2.7027	92.3954	0.0	0.0	7.6046	100.0	0.0	92.3954
25	3	259	0.0789	0.4503	5.7065	96.139	0.0	0.3861	3.4749	99.6139	0.3861	96.139
25	3.5	255	0.1007	0.2125	2.1104	96.4706	0.0	0.0	3.5294	100.0	0.0	96.4706
25	4	280	0.0978	0.3103	3.1741	93.5714	0.0	0.3571	6.0714	99.6429	0.3571	93.5714
25	5	250	0.0359	0.2019	5.6255	89.6	0.4	0.0	10.0	99.6	0.4	90.0
25	6	265	0.122	0.4219	3.4592	83.7736	0.3774	0.0	15.8491	99.6226	0.3774	84.1509
25	7	267	0.0579	0.3492	6.0323	53.5581	0.0	0.0	46.4419	100.0	0.0	53.5581
25	8	237	0.0795	0.2004	2.519	98.3122	0.0	0.8439	0.8439	99.1561	0.8439	98.3122
25	10	242	0.092	0.3124	3.3961	99.5868	0.0	0.4132	0.0	99.5868	0.4132	99.5868
25	12	269	0.1615	0.4846	3.0013	97.7695	0.0	0.3717	1.8587	99.6283	0.3717	97.7695
25	14	245	0.0677	0.338	4.9902	99.1837	0.0	0.4082	0.4082	99.5918	0.4082	99.1837
25	16	245	0.0986	0.3775	3.8294	90.6122	0.0	0.0	9.3878	100.0	0.0	90.6122
25	20	240	0.1141	0.4579	4.0139	97.9167	0.0	0.8333	1.25	99.1667	0.8333	97.9167
25	24	235	0.0932	0.3138	3.366	93.1915	0.4255	0.0	6.383	99.5745	0.4255	93.617
25	28	244	0.1369	0.3677	2.6864	99.1803	0.0	0.4098	0.4098	99.5902	0.4098	99.1803
25	32	281	0.1047	0.4337	4.1435	97.8648	0.0	0.3559	1.7794	99.6441	0.3559	97.8648
25	40	260	0.1101	0.3244	2.9478	99.6154	0.0	0.0	0.3846	100.0	0.0	99.6154
25	48	271	0.1265	0.4035	3.1904	98.893	0.0	0.738	0.369	99.262	0.738	98.893
25	56	258	0.1289	0.3033	2.3534	99.6124	0.0	0.0	0.3876	100.0	0.0	99.6124
25	64	233	0.1957	0.4165	2.1284	98.7124	0.0	0.4292	0.8584	99.5708	0.4292	98.7124
25	80	272	0.2692	0.4833	1.7952	98.5294	0.0	0.3676	1.1029	99.6324	0.3676	98.5294
25	96	275	0.1185	0.2664	2.2486	89.4545	0.0	0.0	10.5455	100.0	0.0	89.4545
25	112	268	0.1946	0.3291	1.6909	95.5224	0.0	0.3731	4.1045	99.6269	0.3731	95.5224
25	128	255	0.2255	0.3755	1.6652	96.0784	0.0	0.0	3.9216	100.0	0.0	96.0784
25	160	247	0.1921	0.3318	1.7271	97.9757	0.0	0.4049	1.6194	99.5951	0.4049	97.9757
25	192	270	0.1933	0.2812	1.455	98.8889	0.0	0.0	1.1111	100.0	0.0	98.8889
25	224	255	0.227	0.3199	1.4091	95.6863	0.0	0.0	4.3137	100.0	0.0	95.6863
25	256	261	0.1282	0.2177	1.6988	99.6169	0.0	0.0	0.3831	100.0	0.0	99.6169
25	320	252	0.3795	0.4927	1.2984	100.0	0.0	0.0	0.0	100.0	0.0	100.0
25	384	236	0.2993	0.356	1.1894	99.5763	0.0	0.0	0.4237	100.0	0.0	99.5763
25	448	269	0.1702	0.2241	1.3167	99.2565	0.0	0.3717	0.3717	99.6283	0.3717	99.2565
25	512	252	0.2315	0.2966	1.281	99.6032	0.0	0.0	0.3968	100.0	0.0	99.6032
25	640	252	0.2896	0.3454	1.1926	100.0	0.0	0.0	0.0	100.0	0.0	100.0
25	768	261	0.3797	0.4319	1.1375	99.2337	0.0	0.3831	0.3831	99.6169	0.3831	99.2337
25	896	250	2297754655129.718	0.1655	0.0	100.0	0.0	0.0	0.0	100.0	0.0	100.0
25	1024	276	0.3977	0.4357	1.0955	99.2754	0.0	0.3623	0.3623	99.6377	0.3623	99.2754
25	1280	251	0.2397	0.2541	1.06	99.6016	0.0	0.3984	0.0	99.6016	0.3984	99.6016
25	1536	262	1492127249978.9824	0.4451	0.0	99.2366	0.0	0.0	0.7634	100.0	0.0	99.2366
25	1792	281	0.472	0.4919	1.0421	99.6441	0.0	0.0	0.3559	100.0	0.0	99.6441
25	2048	257	855650766194.7089	0.191	0.0	100.0	0.0	0.0	0.0	100.0	0.0	100.0
25	2560	253	834411527285.8597	0.578	0.0	100.0	0.0	0.0	0.0	100.0	0.0	100.0
25	3072	267	0.5086	0.5232	1.0287	99.6255	0.0	0.3745	0.0	99.6255	0.3745	99.6255
25	3584	266	134971428956.5926	0.22	0.0	100.0	0.0	0.0	0.0	100.0	0.0	100.0
25	4096	236	0.3062	0.3122	1.0197	99.5763	0.0	0.4237	0.0	99.5763	0.4237	99.5763
25	5120	264	66636979976.0139	0.2904	0.0	100.0	0.0	0.0	0.0	100.0	0.0	100.0
25	6144	291	293874456456.5404	0.315	0.0	100.0	0.0	0.0	0.0	100.0	0.0	100.0
25	7168	275	32638506822.0825	0.3007	0.0	99.6364	0.0	0.0	0.3636	100.0	0.0	99.6364
25	8192	240	28633074346.8955	0.246	0.0	98.75	0.0	0.8333	0.4167	99.1667	0.8333	98.75
25	10240	275	0.3063	0.3088	1.0083	99.2727	0.0	0.0	0.7273	100.0	0.0	99.2727
25	12288	296	0.4216	0.4243	1.0066	99.3243	0.0	0.3378	0.3378	99.6622	0.3378	99.3243
25	14336	230	39024274031.5374	0.3005	0.0	99.5652	0.0	0.4348	0.0	99.5652	0.4348	99.5652
25	16384	276	6224564313.3934	0.3792	0.0	99.2754	0.0	0.3623	0.3623	99.6377	0.3623	99.2754
25	20480	256	0.4004	0.4024	1.0048	100.0	0.0	0.0	0.0	100.0	0.0	100.0
25	24576	281	0.2333	0.2342	1.004	99.2883	0.0	0.3559	0.3559	99.6441	0.3559	99.2883
25	28672	268	2093181707.7541	0.3048	0.0	99.6269	0.0	0.0	0.3731	100.0	0.0	99.6269
25	32768	268	0.332	0.3328	1.0023	99.6269	0.0	0.0	0.3731	100.0	0.0	99.6269
25	40960	215	3835484993.7306	0.272	0.0	100.0	0.0	0.0	0.0	100.0	0.0	100.0
25	2147483647	271	4.8487	0.2658	0.0548	100.0	0.0	0.0	0.0	100.0	0.0	100.0
25	2147483647	257	5.6464	0.492	0.0871	99.2218	0.0	0.7782	0.0	99.2218	0.7782	99.2218
25	2147483647	277	7.7794	0.3462	0.0445	99.278	0.0	0.722	0.0	99.278	0.722	99.278
25	2147483647	256	7.5332	0.273	0.0362	100.0	0.0	0.0	0.0	100.0	0.0	100.0
25	2147483647	252	3.8741	0.4318	0.1115	100.0	0.0	0.0	0.0	100.0	0.0	100.0
25	2147483647	292	5.2423	0.2828	0.0539	100.0	0.0	0.0	0.0	100.0	0.0	100.0
25	2147483647	252	7.4548	0.2747	0.0368	100.0	0.0	0.0	0.0	100.0	0.0	100.0
25	2147483647	276	7.7365	0.2995	0.0387	99.6377	0.0	0.3623	0.0	99.6377	0.3623	99.6377
25	2147483647	262	6.9249	0.4321	0.0624	100.0	0.0	0.0	0.0	100.0	0.0	100.0
25	2147483647	264	2.5665	0.1628	0.0635	99.2424	0.0	0.7576	0.0	99.2424	0.7576	99.2424
25	2147483647	265	5.1356	0.2803	0.0546	99.2453	0.0	0.7547	0.0	99.2453	0.7547	99.2453
25	2147483647	260	3.522	0.434	0.1232	100.0	0.0	0.0	0.0	100.0	0.0	100.0
25	2147483647	279	7.3596	0.3497	0.0475	100.0	0.0	0.0	0.0	100.0	0.0	100.0
25	2147483647	255	7.2457	0.5812	0.0802	99.6078	0.0	0.3922	0.0	99.6078	0.3922	99.6078
25	2147483647	246	15.8436	0.2114	0.0133	99.5935	0.0	0.4065	0.0	99.5935	0.4065	99.5935
25	2147483647	262	4.0822	0.3957	0.0969	99.6183	0.0	0.3817	0.0	99.6183	0.3817	99.6183
50	0.125	279	6.0906	0.4351	0.0714	98.9247	0.0	0.3584	0.7168	99.6416	0.3584	98.9247
50	0.15625	266	2.3716	0.4346	0.1833	83.4586	0.0	0.0	16.5414	100.0	0.0	83.4586
50	0.1875	245	0.5632	0.3285	0.5833	87.3469	0.0	0.0	12.6531	100.0	0.0	87.3469
50	0.21875	285	0.6071	0.3028	0.4987	69.8246	0.0	0.3509	29.8246	99.6491	0.3509	69.8246
50	0.25	273	0.7925	0.3013	0.3802	44.3223	0.0	0.0	55.6777	100.0	0.0	44.3223
50	0.3125	270	0.2999	0.3171	1.0571	38.8889	0.0	0.3704	60.7407	99.6296	0.3704	38.8889
50	0.375	276	0.351	0.3016	0.8593	88.0435	0.0	0.3623	11.5942	99.6377	0.3623	88.0435
50	0.4375	231	0.3291	0.5124	1.5568	36.3636	0.4329	0.0	63.2035	99.5671	0.4329	36.7965
50	0.5	279	0.3187	0.3232	1.014	62.0072	0.0	0.0	37.9928	100.0	0.0	62.0072
50	0.625	275	0.2316	0.3354	1.4482	41.8182	0.7273	0.0	57.4545	99.2727	0.7273	42.5455
50	0.75	264	0.175	0.3913	2.2356	78.0303	0.0	0.0	21.9697	100.0	0.0	78.0303
50	0.875	252	0.1826	0.3212	1.7587	49.6032	0.0	0.0	50.3968	100.0	0.0	49.6032
50	1	270	0.1936	0.3122	1.6125	21.4815	0.3704	0.3704	77.7778	99.2593	0.7407	21.8519
50	1.25	249	0.0675	0.2383	3.5304	34.5382	0.0	0.0	65.4618	100.0	0.0	34.5382
50	1.5	274	0.1237	0.3872	3.1309	44.1606	0.0	0.365	55.4745	99.635	0.365	44.1606
50	1.75	260	0.204	0.3226	1.5816	46.9231	0.0	0.0	53.0769	100.0	0.0	46.9231
50	2	245	0.0676	0.3111	4.6023	30.6122	0.0	0.4082	68.9796	99.5918	0.4082	30.6122
50	2.5	231	0.1113	0.3961	3.5582	98.2684	0.0	0.0	1.7316	100.0	0.0	98.2684
50	3	290	0.1226	0.3647	2.9749	100.0	0.0	0.0	0.0	100.0	0.0	100.0
50	3.5	280	0.1425	0.4166	2.9237	92.5	0.0	0.7143	6.7857	99.2857	0.7143	92.5
50	4	273	0.0846	0.2439	2.8825	99.6337	0.0	0.3663	0.0	99.6337	0.3663	99.6337
50	5	274	0.0666	0.2014	3.0215	40.8759	0.365	0.365	58.3942	99.2701	0.7299	41.2409
50	6	262	0.1828	0.4214	2.3052	85.1145	0.0	0.7634	14.1221	99.2366	0.7634	85.1145
50	7	265	0.0862	0.3389	3.9333	99.6226	0.0	0.0	0.3774	100.0	0.0	99.6226
50	8	255	0.0909	0.3128	3.4421	50.5882	0.3922	0.3922	48.6275	99.2157	0.7843	50.9804
50	10	292	0.0662	0.2931	4.426	99.3151	0.0	0.3425	0.3425	99.6575	0.3425	99.3151
50	12	273	0.1091	0.309	2.8305	98.5348	0.0	0.3663	1.0989	99.6337	0.3663	98.5348
50	14	266	0.163	0.4054	2.4876	56.391	0.3759	0.0	43.2331	99.6241	0.3759	56.7669
50	16	261	0.0955	0.2581	2.7023	96.9349	0.0	0.0	3.0651	100.0	0.0	96.9349
50	20	270	0.1702	0.4488	2.6369	95.1852	0.0	0.0	4.8148	100.0	0.0	95.1852
50	24	267	0.0841	0.2312	2.7508	99.6255	0.0	0.0	0.3745	100.0	0.0	99.6255
50	28	239	0.2092	0.4293	2.0519	51.046	0.4184	0.0	48.5356	99.5816	0.4184	51.4644
50	32	278	0.1662	0.4209	2.5326	88.4892	0.0	0.3597	11.1511	99.6403	0.3597	88.4892
50	40	246	0.2188	0.5057	2.3111	95.122	0.4065	0.0	4.4715	99.5935	0.4065	95.5285
50	48	262	0.0863	0.2641	3.0591	55.7252	0.0	0.0	44.2748	100.0	0.0	55.7252
50	56	264	0.1148	0.287	2.5013	99.6212	0.0	0.0	0.3788	100.0	0.0	99.6212
50	64	255	0.0524	0.1909	3.6414	95.6863	0.0	0.0	4.3137	100.0	0.0	95.6863
50	80	252	0.1774	0.3379	1.9045	98.0159	0.0	0.3968	1.5873	99.6032	0.3968	98.0159
50	96	265	0.3199	0.5576	1.7429	93.5849	0.0	0.7547	5.6604	99.2453	0.7547	93.5849
50	112	264	0.2122	0.3596	1.6944	99.2424	0.0	0.3788	0.3788	99.6212	0.3788	99.2424
50	128	275	0.1793	0.3001	1.6735	100.0	0.0	0.0	0.0	100.0	0.0	100.0
50	160	276	65269564436777.13	0.5284	0.0	86.9565	0.0	0.7246	12.3188	99.2754	0.7246	86.9565
50	192	266	0.1368	0.2054	1.5016	89.8496	0.0	0.3759	9.7744	99.6241	0.3759	89.8496
50	224	270	0.2059	0.2936	1.4259	94.8148	0.0	0.3704	4.8148	99.6296	0.3704	94.8148
50	256	276	0.2319	0.3211	1.3845	98.5507	0.0	0.0	1.4493	100.0	0.0	98.5507
50	320	262	0.3207	0.4054	1.264	98.855	0.0	0.0	1.145	100.0	0.0	98.855
50	384	267	0.3143	0.3764	1.1976	98.8764	0.0	0.0	1.1236	100.0	0.0	98.8764
50	448	256	8975605760000.203	0.2753	0.0	98.0469	0.0	0.7812	1.1719	99.2188	0.7812	98.0469
50	512	281	43823947268737.516	0.2969	0.0	99.2883	0.0	0.0	0.7117	100.0	0.0	99.2883
50	640	280	8042141262994.603	0.3987	0.0	99.6429	0.0	0.3571	0.0	99.6429	0.3571	99.6429
50	768	280	5584820259108.789	0.2983	0.0	98.5714	0.0	0.3571	1.0714	99.6429	0.3571	98.5714
50	896	288	3989157387378.151	0.4463	0.0	99.3056	0.0	0.0	0.6944	100.0	0.0	99.3056
50	1024	277	0.1522	0.1699	1.1167	97.1119	0.0	0.0	2.8881	100.0	0.0	97.1119
50	1280	258	0.3074	0.3328	1.0827	99.6124	0.0	0.3876	0.0	99.6124	0.3876	99.6124
50	1536	281	2782472447089.255	0.3555	0.0	99.6441	0.0	0.0	0.3559	100.0	0.0	99.6441
50	1792	275	4177735355299.05	0.2869	0.0	98.9091	0.0	0.3636	0.7273	99.6364	0.3636	98.9091
50	2048	262	0.3634	0.3746	1.0306	99.2366	0.0	0.0	0.7634	100.0	0.0	99.2366
50	2560	280	0.3296	0.3429	1.0403	100.0	0.0	0.0	0.0	100.0	0.0	100.0
50	3072	267	0.2573	0.267	1.0379	99.2509	0.0	0.3745	0.3745	99.6255	0.3745	99.2509
50	3584	250	143609574195.4651	0.3029	0.0	98.8	0.0	0.4	0.8	99.6	0.4	98.8
50	4096	265	0.1851	0.1891	1.0218	98.8679	0.0	0.0	1.1321	100.0	0.0	98.8679
50	5120	256	68719385600.3419	0.3768	0.0	100.0	0.0	0.0	0.0	100.0	0.0	100.0
50	6144	238	0.2876	0.2906	1.0102	99.1597	0.0	0.4202	0.4202	99.5798	0.4202	99.1597
50	7168	268	0.3089	0.3128	1.0126	98.8806	0.0	0.0	1.1194	100.0	0.0	98.8806
50	8192	256	80530460800.2211	0.3206	0.0	99.2188	0.0	0.0	0.7812	100.0	0.0	99.2188
50	10240	322	95609507458.6223	0.3677	0.0	99.6894	0.0	0.3106	0.0	99.6894	0.3106	99.6894
50	12288	266	0.3557	0.3586	1.0083	99.6241	0.0	0.0	0.3759	100.0	0.0	99.6241
50	14336	267	0.2421	0.2438	1.0073	99.2509	0.0	0.0	0.7491	100.0	0.0	99.2509
50	16384	293	5863420505.5392	0.4331	0.0	98.6348	0.0	0.6826	0.6826	99.3174	0.6826	98.6348
50	20480	271	12171674356.0376	0.3572	0.0	99.631	0.0	0.369	0.0	99.631	0.369	99.631
50	24576	296	5159088259.9079	0.4998	0.0	99.6622	0.0	0.0	0.3378	100.0	0.0	99.6622
50	28672	274	0.4219	0.4229	1.0025	98.9051	0.0	0.7299	0.365	99.2701	0.7299	98.9051
50	32768	262	0.3587	0.3593	1.0018	99.6183	0.0	0.3817	0.0	99.6183	0.3817	99.6183
50	40960	272	1010570070.9217	0.3618	0.0	98.8971	0.0	0.0	1.1029	100.0	0.0	98.8971
50	2147483647	259	8.2983	0.389	0.0469	100.0	0.0	0.0	0.0	100.0	0.0	100.0
50	2147483647	255	12.5531	0.5292	0.0422	99.6078	0.0	0.3922	0.0	99.6078	0.3922	99.6078
50	2147483647	265	7.3146	0.4297	0.0587	100.0	0.0	0.0	0.0	100.0	0.0	100.0
50	2147483647	247	6.2841	0.3572	0.0568	100.0	0.0	0.0	0.0	100.0	0.0	100.0
50	2147483647	257	11.0022	0.2625	0.0239	100.0	0.0	0.0	0.0	100.0	0.0	100.0
50	2147483647	269	9.4627	0.3025	0.032	100.0	0.0	0.0	0.0	100.0	0.0	100.0
50	2147483647	262	8.7899	0.5587	0.0636	100.0	0.0	0.0	0.0	100.0	0.0	100.0
50	2147483647	285	9.9581	0.3731	0.0375	100.0	0.0	0.0	0.0	100.0	0.0	100.0
50	2147483647	257	4.51	0.3074	0.0682	100.0	0.0	0.0	0.0	100.0	0.0	100.0
50	2147483647	263	12.4902	0.2273	0.0182	100.0	0.0	0.0	0.0	100.0	0.0	100.0
50	2147483647	271	9.6758	0.3406	0.0352	99.262	0.0	0.738	0.0	99.262	0.738	99.262
50	2147483647	258	7.3976	0.2833	0.0383	100.0	0.0	0.0	0.0	100.0	0.0	100.0
50	2147483647	269	5.3065	0.3112	0.0586	100.0	0.0	0.0	0.0	100.0	0.0	100.0
50	2147483647	272	8.9948	0.4215	0.0469	99.6324	0.0	0.3676	0.0	99.6324	0.3676	99.6324
50	2147483647	253	15.2982	0.4959	0.0324	100.0	0.0	0.0	0.0	100.0	0.0	100.0
50	2147483647	263	5.7725	0.2793	0.0484	100.0	0.0	0.0	0.0	100.0	0.0	100.0
100	0.125	282	1.606	0.2957	0.1841	72.695	0.3546	0.3546	26.5957	99.2908	0.7092	73.0496
100	0.15625	251	1.0014	0.3104	0.31	22.3108	0.0	0.3984	77.2908	99.6016	0.3984	22.3108
100	0.1875	247	0.9562	0.2976	0.3112	45.749	0.0	0.0	54.251	100.0	0.0	45.749
100	0.21875	286	0.4273	0.3532	0.8266	30.0699	0.0	0.0	69.9301	100.0	0.0	30.0699
100	0.25	233	1.1222	0.2771	0.2469	93.9914	0.0	0.0	6.0086	100.0	0.0	93.9914
100	0.3125	246	0.3074	0.4238	1.3785	38.2114	0.0	0.0	61.7886	100.0	0.0	38.2114
100	0.375	240	0.1681	0.1947	1.1583	36.25	0.8333	0.0	62.9167	99.1667	0.8333	37.0833
100	0.4375	280	0.1522	0.231	1.518	25.3571	0.3571	0.3571	73.9286	99.2857	0.7143	25.7143
100	0.5	273	0.1752	0.3093	1.7659	34.0659	0.3663	0.0	65.5678	99.6337	0.3663	34.4322
100	0.625	250	0.2036	0.3825	1.8791	23.6	0.0	0.0	76.4	100.0	0.0	23.6
100	0.75	244	0.2742	0.3159	1.1522	52.8689	0.0	0.4098	46.7213	99.5902	0.4098	52.8689
100	0.875	276	0.1277	0.2523	1.9762	33.3333	0.3623	0.3623	65.942	99.2754	0.7246	33.6957
100	1	260	0.1379	0.3056	2.2158	42.6923	0.0	0.3846	56.9231	99.6154	0.3846	42.6923
100	1.25	254	0.1409	0.3403	2.4148	98.4252	0.0	0.0	1.5748	100.0	0.0	98.4252
100	1.5	250	0.1043	0.3277	3.1406	83.2	0.4	0.4	16.0	99.2	0.8	83.6
100	1.75	267	0.1204	0.3281	2.7244	94.7566	0.0	0.3745	4.8689	99.6255	0.3745	94.7566
100	2	262	0.0939	0.286	3.0465	100.0	0.0	0.0	0.0	100.0	0.0	100.0
100	2.5	244	0.135	0.4434	3.2848	85.2459	0.0	0.0	14.7541	100.0	0.0	85.2459
100	3	253	0.1121	0.3899	3.4766	23.3202	0.0	0.0	76.6798	100.0	0.0	23.3202
100	3.5	256	0.1535	0.4104	2.6731	98.8281	0.0	0.0	1.1719	100.0	0.0	98.8281
100	4	250	0.19	0.5855	3.0814	97.6	0.0	0.4	2.0	99.6	0.4	97.6
100	5	273	0.1501	0.4607	3.0684	99.6337	0.0	0.0	0.3663	100.0	0.0	99.6337
100	6	268	0.2012	0.4252	2.1138	79.4776	0.0	0.0	20.5224	100.0	0.0	79.4776
100	7	265	0.1816	0.3642	2.0058	84.5283	0.0	0.0	15.4717	100.0	0.0	84.5283
100	8	260	0.0893	0.2783	3.1169	82.3077	0.0	0.3846	17.3077	99.6154	0.3846	82.3077
100	10	260	0.1127	0.3743	3.3198	99.6154	0.0	0.0	0.3846	100.0	0.0	99.6154
100	12	269	0.0837	0.3489	4.1683	92.9368	0.0	0.0	7.0632	100.0	0.0	92.9368
100	14	248	0.1994	0.4073	2.0424	99.1935	0.0	0.4032	0.4032	99.5968	0.4032	99.1935
100	16	268	0.1142	0.3829	3.354	44.0299	0.0	0.0	55.9701	100.0	0.0	44.0299
100	20	290	0.1238	0.3927	3.1731	40.3448	0.3448	0.0	59.3103	99.6552	0.3448	40.6897
100	24	261	0.1796	0.4618	2.5719	88.8889	0.0	0.7663	10.3448	99.2337	0.7663	88.8889
100	28	257	0.0667	0.2607	3.9085	98.8327	0.0	0.3891	0.7782	99.6109	0.3891	98.8327
100	32	268	0.0423	0.224	5.2984	91.0448	0.0	0.3731	8.5821	99.6269	0.3731	91.0448
100	40	260	0.0628	0.3224	5.137	98.8462	0.0	0.3846	0.7692	99.6154	0.3846	98.8462
100	48	261	0.0516	0.2353	4.5574	97.318	0.0	0.3831	2.2989	99.6169	0.3831	97.318
100	56	249	0.0892	0.2661	2.9853	59.8394	0.0	0.0	40.1606	100.0	0.0	59.8394
100	64	255	441529375232401.7	0.4467	0.0	99.2157	0.0	0.0	0.7843	100.0	0.0	99.2157
100	80	245	0.0688	0.2218	3.2226	99.1837	0.0	0.0	0.8163	100.0	0.0	99.1837
100	96	284	0.068	0.2052	3.0165	63.0282	0.0	0.3521	36.6197	99.6479	0.3521	63.0282
100	112	261	0.167	0.3231	1.9341	99.6169	0.0	0.3831	0.0	99.6169	0.3831	99.6169
100	128	274	0.229	0.33	1.4414	84.6715	0.0	0.0	15.3285	100.0	0.0	84.6715
100	160	241	0.3681	0.5471	1.4864	99.1701	0.0	0.0	0.8299	100.0	0.0	99.1701
100	192	243	0.1362	0.2521	1.8509	99.177	0.0	0.0	0.823	100.0	0.0	99.177
100	224	261	0.3656	0.4647	1.2709	97.7011	0.0	0.0	2.2989	100.0	0.0	97.7011
100	256	286	24604453073096.684	0.2914	0.0	98.951	0.0	0.0	1.049	100.0	0.0	98.951
100	320	242	0.3172	0.4077	1.2854	100.0	0.0	0.0	0.0	100.0	0.0	100.0
100	384	261	0.4	0.4907	1.2268	99.6169	0.0	0.3831	0.0	99.6169	0.3831	99.6169
100	448	256	0.2948	0.3584	1.2158	98.8281	0.0	0.3906	0.7812	99.6094	0.3906	98.8281
100	512	287	0.3826	0.4299	1.1237	96.8641	0.0	0.0	3.1359	100.0	0.0	96.8641
100	640	245	9191018586279.438	0.3334	0.0	98.3673	0.0	0.4082	1.2245	99.5918	0.4082	98.3673
100	768	261	11982756714127.352	0.27	0.0	99.2337	0.0	0.0	0.7663	100.0	0.0	99.2337
100	896	266	0.3251	0.3565	1.0967	99.2481	0.0	0.0	0.7519	100.0	0.0	99.2481
100	1024	262	0.3727	0.4041	1.0842	95.8015	0.0	0.3817	3.8168	99.6183	0.3817	95.8015
100	1280	265	0.2122	0.2316	1.0913	96.2264	0.0	0.7547	3.0189	99.2453	0.7547	96.2264
100	1536	270	0.3973	0.4152	1.0451	99.2593	0.0	0.3704	0.3704	99.6296	0.3704	99.2593
100	1792	271	0.3171	0.3295	1.0392	98.524	0.0	0.738	0.738	99.262	0.738	98.524
100	2048	280	1963412965668.755	0.2704	0.0	94.6429	0.0	0.3571	5.0	99.6429	0.3571	94.6429
100	2560	268	2100558600406.143	0.3255	0.0	99.2537	0.0	0.0	0.7463	100.0	0.0	99.2537
100	3072	272	179658643576.7315	0.2978	0.0	99.6324	0.0	0.0	0.3676	100.0	0.0	99.6324
100	3584	275	1697204475717.988	0.3914	0.0	98.9091	0.0	0.3636	0.7273	99.6364	0.3636	98.9091
100	4096	265	0.3601	0.3661	1.0167	98.8679	0.0	0.7547	0.3774	99.2453	0.7547	98.8679
100	5120	262	805747910546.633	0.4928	0.0	98.4733	0.0	0.3817	1.145	99.6183	0.3817	98.4733
100	6144	246	198646865587.2575	0.3489	0.0	98.7805	0.0	0.0	1.2195	100.0	0.0	98.7805
100	7168	251	429112195161.8123	0.2123	0.0	99.6016	0.0	0.0	0.3984	100.0	0.0	99.6016
