1.994	2.06	0.776
1.825	1.383	1.334
0.665	0.247	1.538
0.474	2.742	0.557
1.186	1.058	1.114
-1.248	-1.196	3.439
1.366	1.442	1.621
0.413	2.479	0.258
1.959	1.814	2.564
0.64	0.635	2.169
2.21	2.174	3.067
-0.974	2.95	-1.483
0.887	1.398	1.083
2.537	1.282	1.251
1.245	0.247	1.4
1.971	0.682	0.676
-0.73	-0.731	3.186
1.404	1.2	1.131
2.157	0.618	0.17
-0.17	1.083	2.471
0.862	0.932	0.967
1.535	3.009	1.272
2.149	0.111	0.7
0.322	-0.939	2.274
1.372	1.878	0.865
2.712	-0.059	-0.314
0.63	1.237	0.261
1.317	2.821	0.764
1.514	1.412	1.698
0.987	2.583	0.393
0.915	1.43	0.5
0.249	2.408	-0.723
1.04	1.619	1.123
1.934	1.848	1.853
3.139	2.881	2.786
1.116	1.004	0.817
-0.086	0.934	0.408
2.512	2.595	2.9
-0.386	2.248	0.309
0.159	2.476	-0.525
3.167	0.588	-0.075
1.07	1.545	1.849
3.798	-0.459	-0.109
2.031	0.034	0.581
0.299	2.17	0.42
0.678	1.646	0.582
4.016	4.367	4.133
1.225	0.322	1.424
1.538	0.8	0.925
1.397	1.892	0.748
-1.884	4.435	-2.141
0.574	0.188	2.154
0.114	1.542	2.321
0.252	0.252	2.279
2.488	0.565	0.801
0.787	2.149	0.987
0.733	2.515	2.299
0.664	0.43	2.108
3.895	-1.047	-1.098
0.548	1.043	1.35
1.484	0.996	0.843
-0.857	1.512	1.163
0.752	1.626	0.939
2.206	2.192	1.314
1.826	0.802	0.789
-0.557	4.065	-1.179
1.22	1.461	1.565
2.762	2.679	2.206
1.946	0.323	-0.306
1.283	1.684	0.731
-1.454	3.988	-1.244
0.152	2.887	0.144
3.047	2.475	2.53
1.374	1.613	1.347
0.207	0.374	2.338
0.359	0.376	2.302
-0.597	2.786	-0.181
-1.128	-1.146	3.823
4.113	-1.25	-1.739
0.711	1.534	0.931
1.444	1.824	2.081
1.562	1.525	2.225
2.547	0.649	0.584
0.698	2.125	0.408
0.379	0.98	1.793
0.036	0.574	2.059
2.054	0.865	0.981
2.372	1.395	1.793
3.134	0.056	-0.106
0.688	0.717	2.607
3.129	2.242	1.367
0.033	2.279	0.549
1.547	0.029	0.484
2.089	2.002	2.01
-0.31	-0.109	3.412
2.331	1.631	1.715
2.484	2.109	2.321
2.084	1.22	1.175
0.451	1.342	1.179
2.693	1.011	0.838
2.286	0.789	1.404
1.393	0.534	1.205
-1.541	-1.397	3.997
1.902	1.907	2.552
1.164	1.66	1.039
0.658	1.617	0.486
2.991	1.881	1.806
1.479	1.271	1.127
0.675	-0.185	2.187
1.755	-0.209	-0.428
2.033	1.924	2.208
0.269	1.61	1.275
0.935	0.465	1.443
-0.186	3.174	-0.487
1.261	0.384	1.516
1.348	2.762	1.929
1.144	2.872	1.299
0.298	0.697	1.814
0.718	1.327	1.379
0.817	1.816	0.736
0.967	1.951	2.88
1.385	0.958	1.438
1.405	0.444	0.875
1.743	1.314	0.659
0.979	0.828	2.351
0.555	0.52	2.774
1.416	1.282	1.295
0.008	2.356	-0.026
2.868	2.88	2.913
1.795	0.895	0.848
0.791	0.625	2.303
1.064	1.256	1.288
0.887	1.451	1.799
0.142	-0.096	1.155
1.593	0.978	0.49
0.888	1.525	1.038
1.714	1.63	2.115
1.245	1.745	-0.176
-1.079	-0.944	3.537
-0.383	0.59	2.11
1.843	0.927	0.924
1.63	1.667	1.775
2.343	1.129	1.701
2.044	3.652	2.689
5.105	5.12	5.114
1.409	1.703	2.205
0.635	1.011	2.125
-0.592	1.368	1.356
1.112	1.479	1.214
-0.706	2.827	-0.232
-0.55	-0.624	3.117
0.646	0.948	1.526
2.144	0.879	0.531
-0.028	2.748	0.033
1.193	1.75	1.153
1.494	0.705	1.01
2.869	1.068	1.623
0.085	0.498	2.055
-0.448	3.445	-0.523
1.108	0.276	0.358
2.072	2.06	1.93
1.613	0.918	0.739
-0.015	0.133	3.555
0.927	0.926	2.024
1.517	0.12	0.781
3.279	-0.685	-1.151
1.836	0.821	0.763
0.374	2.015	0.54
2.641	1.066	1.057
0.3	0.216	3.46
-0.93	-0.337	3.489
3.181	3.137	3.136
-0.398	-0.074	2.912
2.205	1.846	1.898
0.464	-0.088	2.023
2.022	1.665	2.1
-1.873	-1.716	4.104
1.837	1.909	2.145
1.756	2.069	1.761
0.36	2.104	0.424
0.421	2.587	0.588
1.737	0.216	0.899
2.135	2.641	2.385
2.595	2.112	1.905
-0.135	2.334	0.163
2.116	2.136	2.13
1.321	1.901	1.093
1.994	1.855	1.946
0.815	0.199	1.715
2.151	1.999	1.999
0.302	1.521	1.188
2.853	0.585	2.362
3.229	-0.614	-0.663
1.971	1.344	1.258
0.684	2.525	0.568
1.5	1.465	1.618
-1.17	-0.146	2.673
-0.314	3.703	-0.192
0.078	2.601	-0.337
1.59	1.074	0.852
0.632	2.633	0.759
-0.221	0.148	2.443
-0.341	-0.301	2.606
0.448	-0.377	2.205
3.438	3.485	3.373
2.501	0.297	0.46
-1.09	2.934	-0.287
-0.024	-0.045	1.65
-1.101	-1.284	4.018
1.317	1	0.984
0.818	1.094	1.959
2.743	0.123	0.244
-0.69	3.461	-0.653
-1.687	4.294	-1.912
-0.771	2.361	-0.548
1.16	1.666	1.198
1.934	2.239	1.659
0.658	2.567	0.497
-0.426	3.158	-0.506
2.096	0.545	0.25
1.905	0.78	0.783
1.126	1.23	1.487
0.961	1.315	1.353
-0.58	3.447	-1.697
1.676	1.545	2.003
2.164	0.749	0.705
2.786	-0.039	-1.713
2.616	2.658	2.409
0.601	0.42	1.675
0.154	0.059	2.55
2.863	-0.875	0.004
2.392	-0.684	-0.66
3.584	-1.149	-1.225
2.247	2.929	2.772
2.617	1.494	1.679
0.201	2.66	0.397
1.798	1.525	1.802
1.912	1.156	1.252
0.295	0.93	1.678
2.485	1.232	1.271
0.329	0.325	2.783
2.336	2.095	2.21
1.273	1.681	0.88
3.131	0.547	-0.942
-0.058	-0.136	2.537
1.265	0.943	1.313
0.414	1.887	0.406
0.763	1.797	0.712
-0.159	0.65	2.624
2.963	3.077	2.814
1.82	-0.492	-0.224
0.924	2.256	0.756
2.993	2.303	2.31
3	2.837	3.117
1.543	1.05	1.753
1.301	1.32	0.054
-1.216	-1.099	3.968
1.218	1.5	2.001
0.945	1.138	1.447
0.294	0.393	2.371
0.148	1.959	0.732
2.344	2.714	2.367
-0.552	0.888	1.325
1.456	1.392	0.069
1.673	0.151	0.303
0.87	0.857	3.155
3.435	1.401	0.787
1.054	2.005	1.305
0.698	0.575	2.025
1.667	0.568	1.316
1.277	1.314	0.785
0.195	2.445	-0.103
0.976	1.355	0.755
1.989	0.753	0.753
-0.923	-0.893	3.161
1.778	1.715	2.524
1.852	1.656	2.373
2.886	-0.228	-0.208
1.078	1.009	1.22
2.243	0.316	0.334
0.915	1.596	0.706
3.198	-0.95	-0.775
1.835	1.552	1.135
1.221	0.989	-0.488
0.62	0.256	3.399
-0.473	0.208	1.635
4.115	-0.029	-0.069
1.74	2.113	2.179
-0.213	0.152	2.733
1.321	1.355	2.859
-0.195	2.203	0.4
2.125	0.011	0.23
-1.922	4.537	-1.925
1.149	1.126	1.371
0.595	1.65	1.532
0.349	0.314	3.468
0.32	2.849	0.212
0.92	2.355	0.692
3.515	-0.882	-1.093
0.347	1.497	-0.843
1.767	2.252	0.989
2.66	2.523	2.585
1.31	1.814	1.466
0.445	1.18	1.412
1.199	1.873	1.171
1.937	1.771	2.211
2.608	-0.019	-0.083
1.814	3.142	1.212
-0.948	1.4	1.353
3.57	-0.779	-0.58
3.096	2.845	2.72
0.86	1.547	0.091
0.226	2.137	0.442
-0.457	-0.104	3.408
2.155	1.406	1.525
2.009	1.87	2.622
2.727	0.623	0.629
2.801	1.951	2.307
2.717	0.166	0.84
1.98	0.53	0.625
2.327	2.043	2.6
1.332	2.53	-0.033
1.844	1.531	0.51
-0.919	2.264	-0.411
1.007	1.184	1.019
0.564	1.307	1.867
2.186	2.344	2.86
2.75	-0.941	-0.971
1.994	1.261	1.21
2.285	-0.866	-0.409
1.931	1.029	1.148
0.174	2.535	2.01
1.794	1.044	1.418
0.409	1.545	1.18
1.187	1.43	0.973
2.148	0.464	-0.123
-0.481	3.265	-0.485
-0.85	3.614	-0.891
1.518	0.763	1.048
-1.203	1.304	1.456
1.002	0.859	1.863
1.679	2.015	1.481
1.506	1.719	2.039
1.739	1.755	1.995
0.999	0.601	1.593
-0.305	-0.573	3.452
1.85	1.845	2.059
-0.042	0.047	2.537
2.004	-0.193	0.599
0.864	1.489	0.874
1.209	1.67	0.803
2.525	-1.244	0.167
1.305	1.515	1.258
3.14	1.201	0.486
0.569	2.234	0.909
3.911	2.249	2.274
3.173	3.774	3.41
1.637	2.816	1.614
3.877	-0.739	0.011
0.442	2.965	0.435
0.758	1.817	0.889
1.134	1.693	0.312
1.926	0.738	0.94
1.589	1.295	1.206
0.134	1.053	1.364
2.401	1.572	1.5
1.732	2.585	2.294
0.395	1.563	1.198
0.123	1.498	1.071
1.606	0.842	0.903
0.502	0.666	1.946
1.276	1.584	0.692
0.4	1.045	1.972
1.387	0.904	0.782
3.038	0.882	1.361
4.411	-1.902	-2.071
-1.411	4.183	-1.975
-0.39	-0.595	2.913
2.932	0.635	0.729
1.726	1.874	1.875
1.673	2.389	1.465
1.024	0.417	1.146
0.104	0.291	3.056
1.094	2.161	0.848
2.159	0.384	0.03
3.383	3.372	3.879
1.739	1.978	1.516
1.869	0.987	2.15
0.083	2.51	0.042
0.177	-0.363	2.366
2.284	0.864	1.335
1.23	2.164	0.792
2.278	2.363	2.441
1.598	1.209	0.163
0.513	1.722	0.585
0.416	0.236	1.95
3.145	-0.45	-0.491
1.873	1.892	2.089
0.168	-0.747	2.434
2.36	0.786	0.592
2.616	-0.058	-0.213
1.705	1.776	2.485
1.878	1.854	1.887
-0.743	1.794	0.591
0.499	0.076	1.931
1.089	0.72	0.86
1.948	1.216	1.22
3.52	-0.517	-0.54
1.232	1.993	1.051
2.254	0.059	0.231
0.277	0.749	3.416
2.275	0.266	0.269
2.544	2.226	2.897
1.936	0.662	0.569
-0.232	1.244	1.143
3.265	2.334	1.893
0.655	3.213	0.675
0.282	2.488	0.479
1.405	1.272	1.614
1.513	1.889	3.121
0.61	0.466	2.625
0.287	-0.697	1.731
1.022	1.456	1.17
1.669	1.462	1.464
0.71	2.28	1.669
2.2	2.08	2.56
2.451	1.278	1.123
1.881	2.368	1.418
-0.157	-0.785	2.589
2.92	0.947	-0.458
1.756	-1.205	0.793
2.961	2.797	2.258
-0.7	-0.893	3.314
2.348	0.307	-0.214
-0.964	3.554	-1.711
1.028	1.362	1.516
3.225	1.757	2.175
1.867	1.944	1.831
1.904	0.811	0.711
-0.226	0.389	2.185
1.142	2.545	0.882
1.058	1.068	1.718
-0.52	2.777	-0.245
0.389	0.344	2.239
2.017	0.454	0.237
1.65	1.704	1.02
2.082	1.32	2.07
2.017	2.945	2.588
1.705	2.606	2.1
1.682	0.855	-0.069
-0.715	3.158	-0.656
2.354	0.199	-1.007
1.793	0.153	0.775
3.115	-0.209	-0.222
2.048	2.282	2.015
1.615	0.928	1.101
4.427	-1.831	-1.388
1.341	1.169	1.091
-0.595	-0.567	3.297
1.496	0.076	1.954
3.097	1.452	1.449
0.636	1.079	2.209
2.976	1.87	1.599
-0.141	1.543	1.278
-1.197	-0.575	3.357
1.677	1.65	1.576
3.604	3.645	3.571
0.314	2.802	0.114
1.822	-0.005	0.704
1.128	0.304	1.636
0.607	1.785	0.652
1.203	1.459	1.71
1.185	0.626	1.237
-2.311	5.32	-2.376
1.883	2.137	2.094
3.21	2.646	2.478
0.87	0.929	2.507
0.973	1.749	1.174
2.107	0.739	0.621
1.433	1.732	1.516
1.209	0.55	1.31
3.779	-1.424	-0.636
1.348	2.971	1.499
1.52	0.882	1.026
1.1	0.868	2.061
0.213	0.67	1.875
1.876	2.237	1.683
0.872	2.121	-0.323
2.369	0.542	-0.675
2.689	1.188	1.04
2.497	2.645	2.547
-0.853	-1.227	3.493
1.345	1.612	1.543
1.965	0.56	-0.435
2.452	-0.426	0.171
1.4	1.561	1.292
0.86	2.379	0.627
1.856	0.568	0.585
1.511	1.326	1.64
1.145	1.518	0.972
1.523	1.496	2.24
1.301	2.254	1.516
1.63	2.737	1.311
0.915	1.702	3.186
2.787	0.254	0.224
1.634	2.095	1.74
0.281	1.99	0.492
1.818	1.639	0.72
2.346	2.821	2.374
-0.553	2.785	-0.471
1.155	0.737	1.348
0.561	3.511	1.149
0.481	2.193	-0.901
0.98	1.148	1.412
2.004	0.505	1.051
1.364	1.236	1.149
1.641	0.716	0.568
0.278	2.612	0.351
-0.845	3.305	-1.027
0.276	2.168	0.754
1.789	0.644	-0.576
1.349	1.99	0.969
2.409	0.382	0.526
2.463	0.824	0.641
2.68	3.418	3.923
3.104	-0.172	-0.153
-0.733	-0.327	2.924
2.156	0.977	0.983
1.531	-0.001	1.038
2.11	1.803	2.029
-0.647	3.217	-0.56
2.214	0.743	0.593
2.464	0.053	0.208
2.861	-0.119	0.067
0.834	2.232	0.988
2.092	0.335	1.07
0.98	2.143	1
1.125	0.746	0.787
0.939	0.941	1.687
-0.804	0.148	2.374
0.199	0.169	2.381
1.321	0.966	2.862
4.491	-1.971	-1.852
1.828	1.934	2.491
3.203	1.459	1.647
2.769	1.115	0.982
-0.954	4.102	-1.208
3.04	3.222	3.099
0.678	2.195	0.027
1.22	0.022	2.178
-0.236	2.467	0.063
1.309	0.905	1.353
0.942	0.516	1.46
-0.438	-0.323	3.445
0.255	2.624	-0.498
1.582	1.591	3.043
2.627	-0.454	0.075
4.422	4.192	4.559
2.273	2.647	2.329
1.482	1.105	0.931
