-1.6552078	0.9899093	-1.7233622	
1.4078697	-2.7424703	0.48460948	
-1.1329356	1.0900367	0.7077452	
2.583965	1.2733302	0.17017977	
-2.026704	-1.4447682	-1.1067903	
-1.4090633	1.0106252	-1.1513243	
-1.723506	-2.0127354	-1.5626725	
-2.7857091	1.5828067	1.5109805	
0.99813676	2.1253421	0.7561858	
-1.0994911	-4.2041774	-0.11702595	
3.4474604	-0.33439383	-2.3202593	
-0.7891836	-1.5659999	-0.5390896	
-0.7940543	-3.6199253	1.2803793	
-3.3980649	-0.46787125	-2.9958704	
1.4783883	-3.6776636	0.32381088	
-2.8203044	2.164626	0.5182567	
-1.43885	2.2651849	1.51761	
-1.3708196	-0.42208385	0.6935891	
-2.4436185	1.3485779	2.4031136	
0.2672754	-2.0742254	-0.0076214443	
3.3747218	1.9862123	-2.7031748	
0.05325932	0.42983192	1.2459168	
-1.0080407	-0.09477945	0.8942538	
2.648019	-3.2238383	0.6151059	
0.77862215	-2.7805297	1.482909	
-1.7218729	-0.7670841	-2.5308435	
1.7169036	-0.65014404	-1.0288793	
2.1917236	-0.21977846	2.921692	
2.951881	-0.03842481	-2.2558236	
3.0958402	-2.6345592	1.9553977	
-0.36479694	1.2660757	-0.9813454	
1.3046414	-0.6553399	-0.23886637	
-0.33551437	-1.1217755	-0.4176206	
-1.0670263	1.0401906	-0.112504505	
-2.133749	-0.5525348	3.458671	
-3.2402825	2.6991515	2.4525716	
2.9326844	-0.6986291	0.5693827	
-2.7415962	0.6728604	2.0125017	
-1.9669075	-1.3635465	0.6330066	
-1.3904774	4.29178	0.98051715	
1.9147342	0.26345354	2.5932977	
2.3923519	-1.6837698	-0.18579988	
0.8322773	3.2638817	-0.20596373	
2.7185824	0.45944622	1.6941916	
0.25804374	-3.765939	-0.1506959	
-1.9681524	2.6053581	-0.34403777	
1.3556032	0.11641902	-0.523825	
-2.4233024	1.9918895	-2.2480922	
-0.77443534	-0.5084935	1.9904989	
-2.9981236	-1.826951	-0.997313	
-2.5987225	-3.122302	-1.8219678	
0.25008994	0.8401956	2.3596294	
-0.4127811	2.6842246	1.9393768	
2.9384356	-2.149274	-0.8863189	
-1.5908035	0.7090741	1.3119718	
-1.126411	2.125292	-1.3604298	
0.47521847	1.3935242	3.5163085	
3.727376	-2.973419	1.2040968	
0.633391	-0.2056006	0.12003389	
0.32663122	-1.6065928	0.42539534	
-1.2255398	0.66251856	-0.69223493	
0.11659581	-3.113146	0.10757891	
0.68078536	1.2509589	1.6890353	
1.846855	-4.384859	1.9061921	
0.09611776	0.24225093	0.22280763	
0.6681863	0.08732738	2.6426947	
-2.2461846	-1.0919597	1.5989712	
-1.9246391	2.8804207	-1.209801	
0.024884792	2.9224064	0.6333713	
-0.36310735	4.22661	0.44595852	
1.6557744	1.6093928	1.591789	
-0.21992686	-2.9971638	-1.4838077	
-2.57987	2.503013	-2.2157354	
0.53580475	-1.9181386	-0.61601466	
3.645621	2.4113336	-3.1050906	
-2.3248236	1.8815331	-0.13538067	
0.0020606525	-0.27509207	-0.5074477	
0.9885428	2.3135967	1.5288087	
-3.2133136	-1.8064523	-2.7863307	
-0.04929575	2.734662	0.33418852	
