0	1.416710949	0.038705047	-0.065417692	0.632455532
0	-0.47401106	-0.615276777	-0.211120734	0.632455532
0	-0.343616438	-0.615276777	0.080285349	0.632455532
0	0.764737843	0.300297776	0.371691432	0.632455532
1	-1.712759962	-0.092091318	0.225988391	0.632455532
1	-0.799997613	-0.222887683	-0.502526816	0.632455532
0	0.764737843	1.869854153	2.265830971	0.632455532
0	-1.060786855	0.561890506	-0.939635941	-1.58113883
0	0.047567426	-0.353684047	0.371691432	0.632455532
0	-0.148024506	0.169501411	0.517394474	0.632455532
1	0.373553979	-0.484480412	-0.211120734	0.632455532
0	-0.082827196	0.038705047	0.225988391	0.632455532
0	-0.148024506	-0.353684047	0.371691432	0.632455532
1	-0.799997613	-0.484480412	-0.211120734	0.632455532
0	-1.451970719	-0.484480412	-0.065417692	0.632455532
0	0.177962047	-0.092091318	-0.939635941	-1.58113883
1	-0.343616438	3.047021435	-0.939635941	-1.58113883
0	-0.995589545	-0.353684047	-0.211120734	0.632455532
0	-0.930392234	-0.484480412	0.080285349	0.632455532
0	-0.213221817	-0.615276777	0.371691432	0.632455532
0	-1.060786855	0.9542796	0.808800557	0.632455532
0	0.895132464	0.69268687	-0.939635941	-1.58113883
0	-0.734800302	0.69268687	0.808800557	0.632455532
0	-0.017629885	-0.615276777	-1.085338982	0.632455532
1	-0.799997613	-0.484480412	-0.065417692	0.632455532
0	-0.408813749	-0.484480412	-0.939635941	-1.58113883
0	0.373553979	-0.222887683	-0.065417692	0.632455532
1	-0.278419128	-0.222887683	-0.065417692	0.632455532
1	-0.148024506	-0.746073142	-0.211120734	0.632455532
0	1.351513638	0.300297776	0.080285349	0.632455532
1	0.047567426	-0.092091318	0.371691432	0.632455532
0	0.699540532	1.869854153	3.868564428	0.632455532
1	-0.604405681	-0.615276777	-0.065417692	0.632455532
1	-1.256378787	-0.615276777	0.080285349	0.632455532
1	-1.256378787	-0.092091318	-0.356823775	0.632455532
1	0.699540532	-0.746073142	0.954503598	0.632455532
0	2.003486745	0.300297776	-0.211120734	0.632455532
0	0.699540532	0.038705047	0.663097515	0.632455532
1	0.699540532	-0.222887683	-0.356823775	0.632455532
0	-0.213221817	0.169501411	-0.939635941	-1.58113883
1	1.351513638	-0.484480412	-0.939635941	-1.58113883
1	-0.799997613	0.300297776	2.411534013	0.632455532
1	-1.060786855	-0.746073142	0.080285349	0.632455532
1	0.243159358	-0.746073142	-0.502526816	0.632455532
1	-0.799997613	-0.092091318	-0.939635941	-1.58113883
0	-2.853712898	0.69268687	-0.939635941	-1.58113883
0	0.047567426	0.69268687	0.517394474	0.632455532
0	-1.125984166	-0.484480412	-0.648229858	0.632455532
1	-0.408813749	-0.484480412	-0.211120734	0.632455532
0	0.438751289	-0.484480412	0.517394474	0.632455532
0	0.764737843	-0.746073142	-0.939635941	-1.58113883
1	1.155921707	-0.746073142	-0.793932899	0.632455532
1	-0.148024506	-0.222887683	0.663097515	0.632455532
0	-0.47401106	-0.092091318	0.371691432	0.632455532
0	-0.53920837	-0.092091318	-0.939635941	-1.58113883
1	0.373553979	-0.484480412	0.517394474	0.632455532
0	-0.604405681	-0.746073142	-0.648229858	0.632455532
1	1.351513638	-0.746073142	-0.939635941	-1.58113883
1	-0.604405681	-0.092091318	-0.939635941	-1.58113883
0	-0.604405681	-0.092091318	0.371691432	0.632455532
0	0.829935153	0.038705047	0.225988391	0.632455532
1	-0.148024506	0.038705047	0.517394474	0.632455532
1	0.699540532	-0.746073142	-0.065417692	0.632455532
0	-0.734800302	-0.615276777	-0.211120734	0.632455532
0	-0.213221817	-0.746073142	-0.065417692	0.632455532
0	-0.799997613	-0.746073142	-0.502526816	0.632455532
0	0.764737843	0.431094141	0.371691432	0.632455532
1	-0.47401106	0.038705047	0.080285349	0.632455532
0	-0.343616438	-0.484480412	0.663097515	0.632455532
0	2.329473298	-0.746073142	0.517394474	0.632455532
1	1.807894813	0.300297776	0.517394474	0.632455532
0	-0.148024506	0.69268687	0.954503598	0.632455532
0	1.54710557	-0.746073142	-0.939635941	-1.58113883
1	0.829935153	-0.746073142	-0.939635941	-1.58113883
1	3.046643715	-0.746073142	-0.939635941	-1.58113883
1	0.438751289	-0.746073142	-0.939635941	-1.58113883
1	-1.256378787	-0.746073142	-0.939635941	-1.58113883
0	-1.451970719	-0.746073142	-0.939635941	-1.58113883
1	0.373553979	-0.746073142	-0.939635941	-1.58113883
0	-1.386773409	-0.746073142	-0.939635941	-1.58113883
1	0.699540532	-0.746073142	-0.211120734	0.632455532
0	0.5039486	-0.746073142	1.10020664	0.632455532
0	-0.082827196	-0.746073142	-0.939635941	0.632455532
1	1.48190826	-0.746073142	-0.065417692	0.632455532
0	-0.47401106	-0.746073142	1.10020664	0.632455532
1	-0.213221817	-0.746073142	-0.939635941	-1.58113883
0	1.54710557	2.654632341	2.994346179	0.632455532
1	0.960329775	2.785428705	3.577158345	0.632455532
1	0.895132464	2.785428705	0.663097515	0.632455532
0	0.829935153	2.785428705	-0.939635941	-1.58113883
1	0.829935153	2.785428705	-0.939635941	-1.58113883
1	-1.51716803	2.91622507	1.828721847	0.632455532
0	-1.843154583	2.91622507	2.557237054	0.632455532
0	0.569145911	-0.484480412	-0.939635941	-1.58113883
1	-0.53920837	0.561890506	-0.939635941	-1.58113883
0	-0.017629885	-0.746073142	-0.939635941	-1.58113883
1	-1.451970719	0.038705047	-0.939635941	-1.58113883
0	1.677500192	-0.746073142	-0.502526816	0.632455532
