
 <<< ESTIMATION RESULT >>>
No.	size	train	test	problem	epoch	dropout	percentage
0	12	900	100	1	5	0.0	62.154
1	12	900	100	1	5	0.05	29.7566
2	12	900	100	1	5	0.1	66.4852
3	12	900	100	1	5	0.15	10.4842
4	12	900	100	1	5	0.2	22.2125
5	12	900	100	1	5	0.25	62.9156
6	12	900	100	1	5	0.3	63.3711
7	12	900	100	1	5	0.35	64.6835
8	12	900	100	1	5	0.4	39.5022
9	12	900	100	1	5	0.45	30.1156
10	12	900	100	1	5	0.5	 9.7091
11	12	900	100	1	15	0.0	65.0774
12	12	900	100	1	15	0.05	64.1764
13	12	900	100	1	15	0.1	63.0259
14	12	900	100	1	15	0.15	62.6339
15	12	900	100	1	15	0.2	63.8127
16	12	900	100	1	15	0.25	64.3727
17	12	900	100	1	15	0.3	64.8317
18	12	900	100	1	15	0.35	65.0344
19	12	900	100	1	15	0.4	65.0893
20	12	900	100	1	15	0.45	65.2083
21	12	900	100	1	15	0.5	66.0698
22	12	900	100	1	30	0.0	66.4557
23	12	900	100	1	30	0.05	65.7984
24	12	900	100	1	30	0.1	65.0978
25	12	900	100	1	30	0.15	61.9669
26	12	900	100	1	30	0.2	62.8465
27	12	900	100	1	30	0.25	63.8212
28	12	900	100	1	30	0.3	64.9032
29	12	900	100	1	30	0.35	64.8894
30	12	900	100	1	30	0.4	65.4537
31	12	900	100	1	30	0.45	64.289
32	12	900	100	1	30	0.5	64.0581
33	12	900	100	1	50	0.0	67.9723
34	12	900	100	1	50	0.05	71.54
35	12	900	100	1	50	0.1	70.4076
36	12	900	100	1	50	0.15	65.4437
37	12	900	100	1	50	0.2	67.8138
38	12	900	100	1	50	0.25	67.0691
39	12	900	100	1	50	0.3	63.8547
40	12	900	100	1	50	0.35	62.7689
41	12	900	100	1	50	0.4	65.8519
42	12	900	100	1	50	0.45	67.5582
43	12	900	100	1	50	0.5	66.0429
44	12	900	100	1	100	0.0	74.8405
45	12	900	100	1	100	0.05	75.9473
46	12	900	100	1	100	0.1	71.5331
47	12	900	100	1	100	0.15	71.5864
48	12	900	100	1	100	0.2	71.7946
49	12	900	100	1	100	0.25	68.3635
50	12	900	100	1	100	0.3	66.3906
51	12	900	100	1	100	0.35	70.9241
52	12	900	100	1	100	0.4	70.6008
53	12	900	100	1	100	0.45	69.2355
54	12	900	100	1	100	0.5	65.1226
55	12	900	100	1	200	0.0	79.8939
56	12	900	100	1	200	0.05	82.9484
57	12	900	100	1	200	0.1	82.2927
58	12	900	100	1	200	0.15	77.5424
59	12	900	100	1	200	0.2	79.0618
60	12	900	100	1	200	0.25	76.7879
61	12	900	100	1	200	0.3	78.4148
62	12	900	100	1	200	0.35	76.8946
63	12	900	100	1	200	0.4	72.9657
64	12	900	100	1	200	0.45	73.41
65	12	900	100	1	200	0.5	69.7788
66	12	900	100	1	300	0.0	82.1628
67	12	900	100	1	300	0.05	83.48
68	12	900	100	1	300	0.1	84.0145
69	12	900	100	1	300	0.15	82.3308
70	12	900	100	1	300	0.2	85.5678
71	12	900	100	1	300	0.25	83.7158
72	12	900	100	1	300	0.3	81.4674
73	12	900	100	1	300	0.35	79.4467
74	12	900	100	1	300	0.4	76.5979
75	12	900	100	1	300	0.45	78.5405
76	12	900	100	1	300	0.5	74.7597
77	12	900	100	1	500	0.0	82.8707
78	12	900	100	1	500	0.05	87.4026
79	12	900	100	1	500	0.1	85.7037
80	12	900	100	1	500	0.15	87.5923
81	12	900	100	1	500	0.2	86.055
82	12	900	100	1	500	0.25	87.6178
83	12	900	100	1	500	0.3	84.1793
84	12	900	100	1	500	0.35	83.7271
85	12	900	100	1	500	0.4	82.5825
86	12	900	100	1	500	0.45	83.6595
87	12	900	100	1	500	0.5	81.644
88	12	900	100	1	1000	0.0	85.3586
89	12	900	100	1	1000	0.05	85.7059
90	12	900	100	1	1000	0.1	84.8608
91	12	900	100	1	1000	0.15	87.3663
92	12	900	100	1	1000	0.2	89.9749
93	12	900	100	1	1000	0.25	87.9134
94	12	900	100	1	1000	0.3	87.9789
95	12	900	100	1	1000	0.35	89.9878
96	12	900	100	1	1000	0.4	87.4631
97	12	900	100	1	1000	0.45	86.6017
98	12	900	100	1	1000	0.5	85.7869
99	12	900	100	1	2000	0.0	82.7459
100	12	900	100	1	2000	0.05	86.9146
101	12	900	100	1	2000	0.1	87.1464
102	12	900	100	1	2000	0.15	86.9944
103	12	900	100	1	2000	0.2	89.0486
104	12	900	100	1	2000	0.25	88.3866
105	12	900	100	1	2000	0.3	89.2209
106	12	900	100	1	2000	0.35	88.6601
107	12	900	100	1	2000	0.4	87.6743
108	12	900	100	1	2000	0.45	88.6245
109	12	900	100	1	2000	0.5	87.1965
110	12	900	100	1	3000	0.0	82.1148
111	12	900	100	1	3000	0.05	86.4408
112	12	900	100	1	3000	0.1	85.3314
113	12	900	100	1	3000	0.15	87.2189
114	12	900	100	1	3000	0.2	88.1229
115	12	900	100	1	3000	0.25	89.1881
116	12	900	100	1	3000	0.3	90.1511
117	12	900	100	1	3000	0.35	89.4588
118	12	900	100	1	3000	0.4	88.4629
119	12	900	100	1	3000	0.45	88.4484
120	12	900	100	1	3000	0.5	89.5768
121	12	900	100	1	4000	0.0	81.2621
122	12	900	100	1	4000	0.05	84.769
123	12	900	100	1	4000	0.1	90.3413
124	12	900	100	1	4000	0.15	86.7869
125	12	900	100	1	4000	0.2	86.8354
126	12	900	100	1	4000	0.25	88.9303
127	12	900	100	1	4000	0.3	85.2747
128	12	900	100	1	4000	0.35	88.8861
129	12	900	100	1	4000	0.4	87.3636
130	12	900	100	1	4000	0.45	87.9583
131	12	900	100	1	4000	0.5	86.4401
132	12	900	100	1	6000	0.0	78.3183
133	12	900	100	1	6000	0.05	83.1488
134	12	900	100	1	6000	0.1	88.4784
135	12	900	100	1	6000	0.15	88.0507
136	12	900	100	1	6000	0.2	87.5184
137	12	900	100	1	6000	0.25	88.4499
138	12	900	100	1	6000	0.3	88.8637
139	12	900	100	1	6000	0.35	87.9246
140	12	900	100	1	6000	0.4	89.6158
141	12	900	100	1	6000	0.45	85.9712
142	12	900	100	1	6000	0.5	86.7572
143	12	900	100	1	8000	0.0	75.6765
