
 <<< ESTIMATION RESULT >>>
No.	size	train	test	problem	epoch	dropout	percentage
0	12	900	100	0	1000	0.05	85.3265
1	12	900	100	0	1000	0.05	86.8352
2	12	900	100	0	1000	0.05	88.5493
3	12	900	100	0	1000	0.05	76.9253
4	12	900	100	0	1000	0.05	81.3841
5	12	900	100	0	1000	0.05	82.676
6	12	900	100	0	1000	0.05	82.1044
7	12	900	100	0	1000	0.05	88.9058
8	12	900	100	0	1000	0.05	92.7718
9	12	900	100	0	1000	0.05	82.4086
10	12	900	100	0	1000	0.05	86.339
11	12	900	100	0	1000	0.05	81.5628
12	12	900	100	0	1000	0.05	79.9881
13	12	900	100	0	1000	0.05	87.1844
14	12	900	100	0	1000	0.05	83.8752
15	12	900	100	0	1000	0.05	82.8817
16	12	900	100	0	1000	0.05	82.9763
17	12	900	100	0	1000	0.05	87.6249
18	12	900	100	0	1000	0.05	85.1667
19	12	900	100	0	1000	0.05	81.6529
20	12	900	100	0	1000	0.05	84.2275
21	12	900	100	0	1000	0.05	83.448
22	12	900	100	0	1000	0.05	82.2292
23	12	900	100	0	1000	0.05	92.7215
24	12	900	100	0	1000	0.05	90.1259
25	12	900	100	0	1000	0.05	89.0884
26	12	900	100	0	1000	0.05	87.1564
27	12	900	100	0	1000	0.05	90.5128
28	12	900	100	0	1000	0.05	90.8752
29	12	900	100	0	1000	0.05	93.211
30	12	900	100	0	1000	0.05	82.5895
31	12	900	100	0	1000	0.05	82.6796
32	12	900	100	0	1000	0.05	92.1912
33	12	900	100	0	1000	0.05	91.0816
34	12	900	100	0	1000	0.05	85.1046
35	12	900	100	0	1000	0.05	94.1358
36	12	900	100	0	1000	0.05	80.6181
37	12	900	100	0	1000	0.05	70.7598
38	12	900	100	0	1000	0.05	76.4047
39	12	900	100	0	1000	0.05	87.7433
40	12	900	100	0	1000	0.05	80.5955
41	12	900	100	0	1000	0.05	79.4644
42	12	900	100	0	1000	0.05	76.295
43	12	900	100	0	1000	0.05	80.0293
44	12	900	100	0	1000	0.05	77.1524
45	12	900	100	0	1000	0.05	85.7891
46	12	900	100	0	1000	0.05	90.6857
47	12	900	100	0	1000	0.05	87.1704
48	12	900	100	0	1000	0.05	83.1788
49	12	900	100	0	1000	0.05	85.5018
