
 <<< ESTIMATION RESULT >>>
No.	size	train	test	problem	epoch	dropout	percentage
0	12	900	100	1	1000	0.05	92.8864
1	12	900	100	1	1000	0.05	90.9722
2	12	900	100	1	1000	0.05	92.972
3	12	900	100	1	1000	0.05	89.5063
4	12	900	100	1	1000	0.05	90.9954
5	12	900	100	1	1000	0.05	91.6145
6	12	900	100	1	1000	0.05	91.9893
7	12	900	100	1	1000	0.05	89.1388
8	12	900	100	1	1000	0.05	90.4615
9	12	900	100	1	1000	0.05	92.7476
10	12	900	100	1	1000	0.05	91.4143
11	12	900	100	1	1000	0.05	91.935
12	12	900	100	1	1000	0.05	90.7649
13	12	900	100	1	1000	0.05	88.463
14	12	900	100	1	1000	0.05	89.8233
15	12	900	100	1	1000	0.05	89.3411
16	12	900	100	1	1000	0.05	90.0783
17	12	900	100	1	1000	0.05	92.3928
18	12	900	100	1	1000	0.05	89.1482
19	12	900	100	1	1000	0.05	93.0723
20	12	900	100	1	1000	0.05	91.1454
21	12	900	100	1	1000	0.05	93.1014
22	12	900	100	1	1000	0.05	91.2433
23	12	900	100	1	1000	0.05	88.3988
24	12	900	100	1	1000	0.05	90.321
25	12	900	100	1	1000	0.05	90.6295
26	12	900	100	1	1000	0.05	90.8422
27	12	900	100	1	1000	0.05	87.8363
28	12	900	100	1	1000	0.05	91.5656
29	12	900	100	1	1000	0.05	89.9676
30	12	900	100	1	1000	0.05	91.3562
31	12	900	100	1	1000	0.05	91.3013
32	12	900	100	1	1000	0.05	91.1359
33	12	900	100	1	1000	0.05	91.3514
34	12	900	100	1	1000	0.05	90.754
35	12	900	100	1	1000	0.05	92.4879
36	12	900	100	1	1000	0.05	89.6565
37	12	900	100	1	1000	0.05	91.6792
38	12	900	100	1	1000	0.05	91.4659
39	12	900	100	1	1000	0.05	90.934
40	12	900	100	1	1000	0.05	91.2709
41	12	900	100	1	1000	0.05	90.2443
42	12	900	100	1	1000	0.05	91.4438
43	12	900	100	1	1000	0.05	91.0996
44	12	900	100	1	1000	0.05	92.3435
45	12	900	100	1	1000	0.05	91.5309
46	12	900	100	1	1000	0.05	90.223
47	12	900	100	1	1000	0.05	90.0955
48	12	900	100	1	1000	0.05	92.1503
49	12	900	100	1	1000	0.05	90.1557
