
 <<< ESTIMATION RESULT >>>
No.	size	train	test	problem	epoch	dropout	percentage
0	12	900	100	0	1000	0.05	92.4637
1	12	900	100	0	1000	0.05	90.9918
2	12	900	100	0	1000	0.05	91.8634
3	12	900	100	0	1000	0.05	91.5892
4	12	900	100	0	1000	0.05	91.0056
5	12	900	100	0	1000	0.05	91.7491
6	12	900	100	0	1000	0.05	92.3466
7	12	900	100	0	1000	0.05	91.9609
8	12	900	100	0	1000	0.05	92.1102
9	12	900	100	0	1000	0.05	92.7949
10	12	900	100	0	1000	0.05	90.5883
11	12	900	100	0	1000	0.05	91.9346
12	12	900	100	0	1000	0.05	92.6725
13	12	900	100	0	1000	0.05	91.3484
14	12	900	100	0	1000	0.05	91.6646
15	12	900	100	0	1000	0.05	91.9486
16	12	900	100	0	1000	0.05	93.0725
17	12	900	100	0	1000	0.05	92.9917
18	12	900	100	0	1000	0.05	92.6238
19	12	900	100	0	1000	0.05	90.5651
20	12	900	100	0	1000	0.05	91.7232
21	12	900	100	0	1000	0.05	92.7167
22	12	900	100	0	1000	0.05	92.5517
23	12	900	100	0	1000	0.05	92.3433
24	12	900	100	0	1000	0.05	92.5695
25	12	900	100	0	1000	0.05	93.325
26	12	900	100	0	1000	0.05	90.7621
27	12	900	100	0	1000	0.05	93.1197
28	12	900	100	0	1000	0.05	91.9316
29	12	900	100	0	1000	0.05	91.0395
30	12	900	100	0	1000	0.05	92.2937
31	12	900	100	0	1000	0.05	91.6944
32	12	900	100	0	1000	0.05	93.5835
33	12	900	100	0	1000	0.05	91.7393
34	12	900	100	0	1000	0.05	93.1082
35	12	900	100	0	1000	0.05	93.436
36	12	900	100	0	1000	0.05	90.3346
37	12	900	100	0	1000	0.05	92.7663
38	12	900	100	0	1000	0.05	93.0771
39	12	900	100	0	1000	0.05	92.0474
40	12	900	100	0	1000	0.05	92.5451
41	12	900	100	0	1000	0.05	92.4766
42	12	900	100	0	1000	0.05	92.7456
43	12	900	100	0	1000	0.05	91.938
44	12	900	100	0	1000	0.05	93.2061
45	12	900	100	0	1000	0.05	92.3194
46	12	900	100	0	1000	0.05	92.7691
47	12	900	100	0	1000	0.05	91.8873
48	12	900	100	0	1000	0.05	90.9559
49	12	900	100	0	1000	0.05	93.0446
