
 <<< ESTIMATION RESULT >>>
No.	size	train	test	problem	epoch	dropout	percentage
0	12	900	100	1	5	0.0	55.7334
1	12	900	100	1	5	0.05	61.548
2	12	900	100	1	5	0.1	64.6835
3	12	900	100	1	5	0.15	46.1049
4	12	900	100	1	5	0.2	42.7212
5	12	900	100	1	5	0.25	47.3306
6	12	900	100	1	5	0.3	62.1324
7	12	900	100	1	5	0.35	39.6961
8	12	900	100	1	5	0.4	48.7191
9	12	900	100	1	5	0.45	49.3459
10	12	900	100	1	5	0.5	55.3898
11	12	900	100	1	15	0.0	64.1314
12	12	900	100	1	15	0.05	62.154
13	12	900	100	1	15	0.1	64.5111
14	12	900	100	1	15	0.15	63.0163
15	12	900	100	1	15	0.2	65.9739
16	12	900	100	1	15	0.25	65.5126
17	12	900	100	1	15	0.3	62.823
18	12	900	100	1	15	0.35	67.1888
19	12	900	100	1	15	0.4	65.5361
20	12	900	100	1	15	0.45	63.6221
21	12	900	100	1	15	0.5	62.8143
22	12	900	100	1	30	0.0	66.9853
23	12	900	100	1	30	0.05	66.3772
24	12	900	100	1	30	0.1	65.3151
25	12	900	100	1	30	0.15	64.7134
26	12	900	100	1	30	0.2	64.202
27	12	900	100	1	30	0.25	63.178
28	12	900	100	1	30	0.3	65.3283
29	12	900	100	1	30	0.35	65.5774
30	12	900	100	1	30	0.4	66.5472
31	12	900	100	1	30	0.45	66.7709
32	12	900	100	1	30	0.5	66.2361
33	12	900	100	1	50	0.0	65.5068
34	12	900	100	1	50	0.05	70.5846
35	12	900	100	1	50	0.1	67.6625
36	12	900	100	1	50	0.15	64.4453
37	12	900	100	1	50	0.2	65.3378
38	12	900	100	1	50	0.25	67.3646
39	12	900	100	1	50	0.3	65.9195
40	12	900	100	1	50	0.35	64.7136
41	12	900	100	1	50	0.4	64.918
42	12	900	100	1	50	0.45	65.3138
43	12	900	100	1	50	0.5	67.2252
44	12	900	100	1	100	0.0	76.0666
45	12	900	100	1	100	0.05	73.1249
46	12	900	100	1	100	0.1	71.2703
47	12	900	100	1	100	0.15	67.5777
48	12	900	100	1	100	0.2	68.933
49	12	900	100	1	100	0.25	66.6084
50	12	900	100	1	100	0.3	65.8259
51	12	900	100	1	100	0.35	67.3334
52	12	900	100	1	100	0.4	62.5559
53	12	900	100	1	100	0.45	63.1692
54	12	900	100	1	100	0.5	66.0606
55	12	900	100	1	200	0.0	77.9742
56	12	900	100	1	200	0.05	80.4729
57	12	900	100	1	200	0.1	78.0908
58	12	900	100	1	200	0.15	79.3103
59	12	900	100	1	200	0.2	77.3873
60	12	900	100	1	200	0.25	79.9509
61	12	900	100	1	200	0.3	78.4804
62	12	900	100	1	200	0.35	78.2003
63	12	900	100	1	200	0.4	75.1659
64	12	900	100	1	200	0.45	67.8043
65	12	900	100	1	200	0.5	69.2799
66	12	900	100	1	300	0.0	81.0044
67	12	900	100	1	300	0.05	82.862
68	12	900	100	1	300	0.1	83.1873
69	12	900	100	1	300	0.15	83.5196
70	12	900	100	1	300	0.2	80.9958
71	12	900	100	1	300	0.25	81.5342
72	12	900	100	1	300	0.3	81.5915
73	12	900	100	1	300	0.35	80.0404
74	12	900	100	1	300	0.4	79.9621
75	12	900	100	1	300	0.45	77.9608
76	12	900	100	1	300	0.5	77.7788
77	12	900	100	1	500	0.0	85.2337
78	12	900	100	1	500	0.05	85.6396
79	12	900	100	1	500	0.1	86.967
80	12	900	100	1	500	0.15	83.0903
81	12	900	100	1	500	0.2	83.8615
82	12	900	100	1	500	0.25	85.2989
83	12	900	100	1	500	0.3	82.1307
84	12	900	100	1	500	0.35	83.9196
85	12	900	100	1	500	0.4	80.4159
86	12	900	100	1	500	0.45	79.9111
87	12	900	100	1	500	0.5	78.293
88	12	900	100	1	1000	0.0	81.5064
89	12	900	100	1	1000	0.05	89.5756
90	12	900	100	1	1000	0.1	86.5099
91	12	900	100	1	1000	0.15	86.0649
92	12	900	100	1	1000	0.2	87.7517
93	12	900	100	1	1000	0.25	86.4318
94	12	900	100	1	1000	0.3	87.0504
95	12	900	100	1	1000	0.35	86.2499
96	12	900	100	1	1000	0.4	82.7013
97	12	900	100	1	1000	0.45	84.0113
98	12	900	100	1	1000	0.5	81.64
99	12	900	100	1	2000	0.0	77.6995
100	12	900	100	1	2000	0.05	81.4662
101	12	900	100	1	2000	0.1	83.6455
102	12	900	100	1	2000	0.15	84.1643
103	12	900	100	1	2000	0.2	84.8457
104	12	900	100	1	2000	0.25	83.2348
105	12	900	100	1	2000	0.3	84.1653
106	12	900	100	1	2000	0.35	80.2952
107	12	900	100	1	2000	0.4	82.8727
108	12	900	100	1	2000	0.45	80.4349
109	12	900	100	1	2000	0.5	83.1956
110	12	900	100	1	3000	0.0	77.3579
111	12	900	100	1	3000	0.05	81.419
112	12	900	100	1	3000	0.1	84.1641
113	12	900	100	1	3000	0.15	82.0705
114	12	900	100	1	3000	0.2	82.8303
115	12	900	100	1	3000	0.25	81.2912
116	12	900	100	1	3000	0.3	83.3562
117	12	900	100	1	3000	0.35	81.4038
118	12	900	100	1	3000	0.4	82.295
119	12	900	100	1	3000	0.45	79.7932
120	12	900	100	1	3000	0.5	80.6656
121	12	900	100	1	4000	0.0	77.7978
122	12	900	100	1	4000	0.05	84.9219
