
 <<< ESTIMATION RESULT >>>
No.	size	train	test	problem	epoch	dropout	percentage
0	12	900	100	1	5	0.0	46.5804
1	12	900	100	1	5	0.05	50.7176
2	12	900	100	1	5	0.1	62.154
3	12	900	100	1	5	0.15	31.6588
4	12	900	100	1	5	0.2	25.9925
5	12	900	100	1	5	0.25	 9.0537
6	12	900	100	1	5	0.3	62.9837
7	12	900	100	1	5	0.35	62.8556
8	12	900	100	1	5	0.4	63.5618
9	12	900	100	1	5	0.45	66.4852
10	12	900	100	1	5	0.5	63.0888
11	12	900	100	1	15	0.0	65.3329
12	12	900	100	1	15	0.05	65.1555
13	12	900	100	1	15	0.1	61.9905
14	12	900	100	1	15	0.15	64.657
15	12	900	100	1	15	0.2	64.6725
16	12	900	100	1	15	0.25	62.7862
17	12	900	100	1	15	0.3	65.9803
18	12	900	100	1	15	0.35	65.6615
19	12	900	100	1	15	0.4	63.9217
20	12	900	100	1	15	0.45	66.0958
21	12	900	100	1	15	0.5	62.9816
22	12	900	100	1	30	0.0	65.7161
23	12	900	100	1	30	0.05	65.7669
24	12	900	100	1	30	0.1	66.6629
25	12	900	100	1	30	0.15	65.0875
26	12	900	100	1	30	0.2	63.9676
27	12	900	100	1	30	0.25	62.7758
28	12	900	100	1	30	0.3	68.3563
29	12	900	100	1	30	0.35	63.1689
30	12	900	100	1	30	0.4	65.3406
31	12	900	100	1	30	0.45	62.6334
32	12	900	100	1	30	0.5	66.5098
33	12	900	100	1	50	0.0	68.5714
34	12	900	100	1	50	0.05	70.1738
35	12	900	100	1	50	0.1	65.406
36	12	900	100	1	50	0.15	69.6212
37	12	900	100	1	50	0.2	62.5772
38	12	900	100	1	50	0.25	66.9041
39	12	900	100	1	50	0.3	65.9622
40	12	900	100	1	50	0.35	60.5105
41	12	900	100	1	50	0.4	67.1326
42	12	900	100	1	50	0.45	68.2008
43	12	900	100	1	50	0.5	68.4824
44	12	900	100	1	100	0.0	75.3402
45	12	900	100	1	100	0.05	72.7396
46	12	900	100	1	100	0.1	72.6144
47	12	900	100	1	100	0.15	71.2388
48	12	900	100	1	100	0.2	71.2139
49	12	900	100	1	100	0.25	69.9633
50	12	900	100	1	100	0.3	67.1818
51	12	900	100	1	100	0.35	67.5426
52	12	900	100	1	100	0.4	66.1009
53	12	900	100	1	100	0.45	65.3758
54	12	900	100	1	100	0.5	68.5551
55	12	900	100	1	200	0.0	79.8965
56	12	900	100	1	200	0.05	84.1116
57	12	900	100	1	200	0.1	80.3231
58	12	900	100	1	200	0.15	79.5024
59	12	900	100	1	200	0.2	76.5319
60	12	900	100	1	200	0.25	78.7975
61	12	900	100	1	200	0.3	77.153
62	12	900	100	1	200	0.35	75.7913
63	12	900	100	1	200	0.4	73.4144
64	12	900	100	1	200	0.45	72.9383
65	12	900	100	1	200	0.5	70.3569
66	12	900	100	1	300	0.0	84.4331
67	12	900	100	1	300	0.05	84.9761
68	12	900	100	1	300	0.1	82.3022
69	12	900	100	1	300	0.15	83.2556
70	12	900	100	1	300	0.2	83.0048
71	12	900	100	1	300	0.25	82.0836
72	12	900	100	1	300	0.3	81.0025
73	12	900	100	1	300	0.35	80.0809
74	12	900	100	1	300	0.4	80.1868
75	12	900	100	1	300	0.45	77.4057
76	12	900	100	1	300	0.5	75.766
77	12	900	100	1	500	0.0	88.2861
78	12	900	100	1	500	0.05	86.2424
79	12	900	100	1	500	0.1	85.4355
80	12	900	100	1	500	0.15	86.672
81	12	900	100	1	500	0.2	85.6474
82	12	900	100	1	500	0.25	85.6036
83	12	900	100	1	500	0.3	85.2215
84	12	900	100	1	500	0.35	86.4375
85	12	900	100	1	500	0.4	81.8753
86	12	900	100	1	500	0.45	80.7576
87	12	900	100	1	500	0.5	80.6562
88	12	900	100	1	1000	0.0	86.7933
89	12	900	100	1	1000	0.05	90.6438
90	12	900	100	1	1000	0.1	88.5312
91	12	900	100	1	1000	0.15	86.8377
92	12	900	100	1	1000	0.2	89.4166
93	12	900	100	1	1000	0.25	86.9234
94	12	900	100	1	1000	0.3	88.8604
95	12	900	100	1	1000	0.35	89.0272
96	12	900	100	1	1000	0.4	87.5218
97	12	900	100	1	1000	0.45	85.5855
98	12	900	100	1	1000	0.5	85.7525
99	12	900	100	1	2000	0.0	85.5988
100	12	900	100	1	2000	0.05	85.8522
101	12	900	100	1	2000	0.1	84.3555
102	12	900	100	1	2000	0.15	89.3273
103	12	900	100	1	2000	0.2	90.4807
104	12	900	100	1	2000	0.25	89.8538
105	12	900	100	1	2000	0.3	90.2285
106	12	900	100	1	2000	0.35	89.1744
107	12	900	100	1	2000	0.4	88.0951
108	12	900	100	1	2000	0.45	88.6563
109	12	900	100	1	2000	0.5	87.8108
110	12	900	100	1	3000	0.0	80.0737
111	12	900	100	1	3000	0.05	88.3211
112	12	900	100	1	3000	0.1	89.0598
113	12	900	100	1	3000	0.15	86.7711
114	12	900	100	1	3000	0.2	91.3397
115	12	900	100	1	3000	0.25	87.0908
116	12	900	100	1	3000	0.3	87.4196
117	12	900	100	1	3000	0.35	87.7568
118	12	900	100	1	3000	0.4	89.2568
119	12	900	100	1	3000	0.45	89.9993
120	12	900	100	1	3000	0.5	89.9239
121	12	900	100	1	4000	0.0	79.6153
122	12	900	100	1	4000	0.05	85.6464
123	12	900	100	1	4000	0.1	87.7381
124	12	900	100	1	4000	0.15	87.2016
125	12	900	100	1	4000	0.2	88.5686
126	12	900	100	1	4000	0.25	88.3204
127	12	900	100	1	4000	0.3	91.8419
128	12	900	100	1	4000	0.35	88.3001
129	12	900	100	1	4000	0.4	90.1109
130	12	900	100	1	4000	0.45	87.0166
131	12	900	100	1	4000	0.5	87.2962
132	12	900	100	1	6000	0.0	81.9035
133	12	900	100	1	6000	0.05	85.3993
