
 <<< ESTIMATION RESULT >>>
No.	size	train	test	problem	epoch	dropout	percentage
0	12	900	100	1	1000	0.05	94.1919
1	12	900	100	1	1000	0.05	93.9164
2	12	900	100	1	1000	0.05	95.5489
3	12	900	100	1	1000	0.05	92.8153
4	12	900	100	1	1000	0.05	96.2008
5	12	900	100	1	1000	0.05	93.7385
6	12	900	100	1	1000	0.05	92.4685
7	12	900	100	1	1000	0.05	95.0393
8	12	900	100	1	1000	0.05	94.0586
9	12	900	100	1	1000	0.05	95.5614
10	12	900	100	1	1000	0.05	96.0582
11	12	900	100	1	1000	0.05	93.1081
12	12	900	100	1	1000	0.05	95.9915
13	12	900	100	1	1000	0.05	93.9656
14	12	900	100	1	1000	0.05	97.341
15	12	900	100	1	1000	0.05	93.5149
16	12	900	100	1	1000	0.05	97.0693
17	12	900	100	1	1000	0.05	96.0314
18	12	900	100	1	1000	0.05	97.0652
0	12	900	100	1	1000	0.05	92.9018
1	12	900	100	1	1000	0.05	97.9231
2	12	900	100	1	1000	0.05	96.3407
3	12	900	100	1	1000	0.05	94.8208
4	12	900	100	1	1000	0.05	93.7802
5	12	900	100	1	1000	0.05	94.3154
6	12	900	100	1	1000	0.05	99.5162
7	12	900	100	1	1000	0.05	94.861
8	12	900	100	1	1000	0.05	96.2759
9	12	900	100	1	1000	0.05	94.737
10	12	900	100	1	1000	0.05	94.0234
11	12	900	100	1	1000	0.05	92.4462
12	12	900	100	1	1000	0.05	96.6604
13	12	900	100	1	1000	0.05	93.7971
14	12	900	100	1	1000	0.05	92.7764
15	12	900	100	1	1000	0.05	93.7256
16	12	900	100	1	1000	0.05	95.3577
17	12	900	100	1	1000	0.05	96.1585
18	12	900	100	1	1000	0.05	93.6502
19	12	900	100	1	1000	0.05	96.8952
20	12	900	100	1	1000	0.05	94.394
21	12	900	100	1	1000	0.05	95.5085
22	12	900	100	1	1000	0.05	97.3835
23	12	900	100	1	1000	0.05	95.8215
24	12	900	100	1	1000	0.05	93.199
25	12	900	100	1	1000	0.05	91.94
26	12	900	100	1	1000	0.05	96.942
27	12	900	100	1	1000	0.05	93.573
28	12	900	100	1	1000	0.05	96.6933
29	12	900	100	1	1000	0.05	93.1178
30	12	900	100	1	1000	0.05	98.5992
