
 <<< ESTIMATION RESULT >>>
No.	size	train	test	problem	epoch	dropout	percentage
0	12	900	100	1	1000	0.05	93.411
1	12	900	100	1	1000	0.05	92.1347
2	12	900	100	1	1000	0.05	91.3325
3	12	900	100	1	1000	0.05	90.1181
4	12	900	100	1	1000	0.05	89.631
5	12	900	100	1	1000	0.05	91.6658
6	12	900	100	1	1000	0.05	91.6347
7	12	900	100	1	1000	0.05	89.3926
8	12	900	100	1	1000	0.05	91.2588
9	12	900	100	1	1000	0.05	88.0368
10	12	900	100	1	1000	0.05	92.3208
11	12	900	100	1	1000	0.05	90.4213
12	12	900	100	1	1000	0.05	88.3581
13	12	900	100	1	1000	0.05	89.3895
14	12	900	100	1	1000	0.05	90.5654
15	12	900	100	1	1000	0.05	89.8454
16	12	900	100	1	1000	0.05	90.6029
17	12	900	100	1	1000	0.05	92.3226
18	12	900	100	1	1000	0.05	90.5643
19	12	900	100	1	1000	0.05	88.2344
20	12	900	100	1	1000	0.05	91.3263
21	12	900	100	1	1000	0.05	91.305
22	12	900	100	1	1000	0.05	91.3577
23	12	900	100	1	1000	0.05	91.5821
24	12	900	100	1	1000	0.05	91.6111
25	12	900	100	1	1000	0.05	92.824
26	12	900	100	1	1000	0.05	91.3099
27	12	900	100	1	1000	0.05	90.1041
28	12	900	100	1	1000	0.05	90.0613
29	12	900	100	1	1000	0.05	91.3148
30	12	900	100	1	1000	0.05	92.0139
31	12	900	100	1	1000	0.05	91.1302
32	12	900	100	1	1000	0.05	91.73
33	12	900	100	1	1000	0.05	88.971
34	12	900	100	1	1000	0.05	91.2292
35	12	900	100	1	1000	0.05	90.8244
36	12	900	100	1	1000	0.05	91.4533
37	12	900	100	1	1000	0.05	90.2537
38	12	900	100	1	1000	0.05	91.4705
39	12	900	100	1	1000	0.05	90.4457
40	12	900	100	1	1000	0.05	90.8994
41	12	900	100	1	1000	0.05	91.4591
42	12	900	100	1	1000	0.05	89.9317
43	12	900	100	1	1000	0.05	91.4387
44	12	900	100	1	1000	0.05	92.0206
45	12	900	100	1	1000	0.05	91.6587
46	12	900	100	1	1000	0.05	91.1829
47	12	900	100	1	1000	0.05	89.3424
48	12	900	100	1	1000	0.05	90.432
49	12	900	100	1	1000	0.05	92.8212
