
 <<< ESTIMATION RESULT >>>
No.	size	train	test	problem	epoch	dropout	percentage
0	12	900	100	1	1000	0.05	92.6271
1	12	900	100	1	1000	0.05	90.9846
2	12	900	100	1	1000	0.05	90.3987
3	12	900	100	1	1000	0.05	91.5918
4	12	900	100	1	1000	0.05	88.7512
5	12	900	100	1	1000	0.05	90.9146
6	12	900	100	1	1000	0.05	87.8755
7	12	900	100	1	1000	0.05	89.9316
8	12	900	100	1	1000	0.05	90.719
9	12	900	100	1	1000	0.05	90.0097
10	12	900	100	1	1000	0.05	88.2244
11	12	900	100	1	1000	0.05	89.9943
12	12	900	100	1	1000	0.05	88.474
13	12	900	100	1	1000	0.05	91.4613
14	12	900	100	1	1000	0.05	90.5212
15	12	900	100	1	1000	0.05	90.9789
16	12	900	100	1	1000	0.05	90.4418
17	12	900	100	1	1000	0.05	90.8689
18	12	900	100	1	1000	0.05	90.5047
19	12	900	100	1	1000	0.05	89.7867
20	12	900	100	1	1000	0.05	91.0072
21	12	900	100	1	1000	0.05	91.971
22	12	900	100	1	1000	0.05	88.7486
23	12	900	100	1	1000	0.05	90.3307
24	12	900	100	1	1000	0.05	91.3503
25	12	900	100	1	1000	0.05	89.1053
26	12	900	100	1	1000	0.05	90.3238
27	12	900	100	1	1000	0.05	92.5555
28	12	900	100	1	1000	0.05	88.3643
29	12	900	100	1	1000	0.05	90.2409
30	12	900	100	1	1000	0.05	91.0063
31	12	900	100	1	1000	0.05	90.3922
32	12	900	100	1	1000	0.05	89.7053
33	12	900	100	1	1000	0.05	89.7772
34	12	900	100	1	1000	0.05	91.4379
35	12	900	100	1	1000	0.05	92.7025
36	12	900	100	1	1000	0.05	90.1748
37	12	900	100	1	1000	0.05	91.6935
38	12	900	100	1	1000	0.05	88.6644
39	12	900	100	1	1000	0.05	90.9707
40	12	900	100	1	1000	0.05	92.3191
41	12	900	100	1	1000	0.05	89.3574
42	12	900	100	1	1000	0.05	89.1616
43	12	900	100	1	1000	0.05	88.8994
44	12	900	100	1	1000	0.05	90.2422
45	12	900	100	1	1000	0.05	91.0656
46	12	900	100	1	1000	0.05	88.352
47	12	900	100	1	1000	0.05	90.0194
48	12	900	100	1	1000	0.05	90.085
49	12	900	100	1	1000	0.05	93.3996
