
 <<< ESTIMATION RESULT >>>
No.	size	train	test	problem	epoch	dropout	percentage
0	12	900	100	1	4000	0.1	85.8495
1	12	900	100	1	4000	0.15	86.3377
2	12	900	100	1	4000	0.2	89.2746
3	12	900	100	1	4000	0.25	89.0349
4	12	900	100	1	4000	0.3	87.8554
5	12	900	100	1	4000	0.35	90.3335
6	12	900	100	1	4000	0.4	89.323
7	12	900	100	1	4000	0.45	89.0057
8	12	900	100	1	4000	0.5	86.2697
9	12	900	100	1	6000	0.0	77.2167
10	12	900	100	1	6000	0.05	84.9004
11	12	900	100	1	6000	0.1	87.7112
12	12	900	100	1	6000	0.15	86.6872
13	12	900	100	1	6000	0.2	87.413
14	12	900	100	1	6000	0.25	89.1274
15	12	900	100	1	6000	0.3	88.831
16	12	900	100	1	6000	0.35	88.1788
17	12	900	100	1	6000	0.4	89.9465
18	12	900	100	1	6000	0.45	88.3571
19	12	900	100	1	6000	0.5	88.6882
20	12	900	100	1	8000	0.0	78.728
21	12	900	100	1	8000	0.05	83.9892
22	12	900	100	1	8000	0.1	87.5455
23	12	900	100	1	8000	0.15	85.9811
24	12	900	100	1	8000	0.2	85.5284
25	12	900	100	1	8000	0.25	89.5247
26	12	900	100	1	8000	0.3	87.4588
27	12	900	100	1	8000	0.35	89.7963
28	12	900	100	1	8000	0.4	88.7428
29	12	900	100	1	8000	0.45	85.6301
30	12	900	100	1	8000	0.5	87.7298
