
 <<< ESTIMATION RESULT >>>
No.	size	train	test	problem	epoch	dropout	percentage
0	12	900	100	0	1000	0.05	92.4854
1	12	900	100	0	1000	0.05	93.4587
2	12	900	100	0	1000	0.05	92.9761
3	12	900	100	0	1000	0.05	92.0515
4	12	900	100	0	1000	0.05	93.5234
5	12	900	100	0	1000	0.05	93.3885
6	12	900	100	0	1000	0.05	92.1093
7	12	900	100	0	1000	0.05	93.7563
8	12	900	100	0	1000	0.05	92.2114
9	12	900	100	0	1000	0.05	92.5215
10	12	900	100	0	1000	0.05	92.2605
11	12	900	100	0	1000	0.05	92.704
12	12	900	100	0	1000	0.05	91.3836
13	12	900	100	0	1000	0.05	93.5567
14	12	900	100	0	1000	0.05	93.6383
15	12	900	100	0	1000	0.05	93.0221
16	12	900	100	0	1000	0.05	91.6587
17	12	900	100	0	1000	0.05	92.6288
18	12	900	100	0	1000	0.05	93.895
19	12	900	100	0	1000	0.05	92.0883
20	12	900	100	0	1000	0.05	91.0965
21	12	900	100	0	1000	0.05	91.8588
22	12	900	100	0	1000	0.05	92.5881
23	12	900	100	0	1000	0.05	92.7829
24	12	900	100	0	1000	0.05	92.293
25	12	900	100	0	1000	0.05	93.505
26	12	900	100	0	1000	0.05	92.9965
27	12	900	100	0	1000	0.05	92.289
28	12	900	100	0	1000	0.05	92.8999
29	12	900	100	0	1000	0.05	93.2468
30	12	900	100	0	1000	0.05	92.2588
31	12	900	100	0	1000	0.05	93.5903
32	12	900	100	0	1000	0.05	93.1356
33	12	900	100	0	1000	0.05	92.3681
34	12	900	100	0	1000	0.05	92.1133
35	12	900	100	0	1000	0.05	93.2321
36	12	900	100	0	1000	0.05	93.0589
37	12	900	100	0	1000	0.05	90.0632
38	12	900	100	0	1000	0.05	93.2796
39	12	900	100	0	1000	0.05	92.035
40	12	900	100	0	1000	0.05	91.6091
41	12	900	100	0	1000	0.05	92.6674
42	12	900	100	0	1000	0.05	91.7291
43	12	900	100	0	1000	0.05	93.3547
44	12	900	100	0	1000	0.05	92.3597
45	12	900	100	0	1000	0.05	92.7263
46	12	900	100	0	1000	0.05	92.7379
47	12	900	100	0	1000	0.05	93.2159
48	12	900	100	0	1000	0.05	91.1791
49	12	900	100	0	1000	0.05	91.9547
