
 <<< ESTIMATION RESULT >>>
No.	size	train	test	problem	epoch	dropout	percentage
0	12	900	100	1	1000	0.05	91.9079
1	12	900	100	1	1000	0.05	93.7461
2	12	900	100	1	1000	0.05	97.0845
3	12	900	100	1	1000	0.05	95.8364
4	12	900	100	1	1000	0.05	90.1773
5	12	900	100	1	1000	0.05	95.6549
6	12	900	100	1	1000	0.05	95.2636
7	12	900	100	1	1000	0.05	94.6788
8	12	900	100	1	1000	0.05	95.3011
9	12	900	100	1	1000	0.05	96.3395
10	12	900	100	1	1000	0.05	95.3122
11	12	900	100	1	1000	0.05	97.223
12	12	900	100	1	1000	0.05	94.6391
13	12	900	100	1	1000	0.05	96.9159
14	12	900	100	1	1000	0.05	96.8767
15	12	900	100	1	1000	0.05	97.2224
16	12	900	100	1	1000	0.05	93.9073
17	12	900	100	1	1000	0.05	94.3717
18	12	900	100	1	1000	0.05	94.6992
19	12	900	100	1	1000	0.05	95.4085
20	12	900	100	1	1000	0.05	96.1086
21	12	900	100	1	1000	0.05	98.2825
22	12	900	100	1	1000	0.05	98.3352
23	12	900	100	1	1000	0.05	96.8655
24	12	900	100	1	1000	0.05	96.7188
25	12	900	100	1	1000	0.05	94.4808
26	12	900	100	1	1000	0.05	96.6128
27	12	900	100	1	1000	0.05	92.5839
28	12	900	100	1	1000	0.05	92.5198
29	12	900	100	1	1000	0.05	93.9423
30	12	900	100	1	1000	0.05	97.306
31	12	900	100	1	1000	0.05	93.573
32	12	900	100	1	1000	0.05	97.3508
33	12	900	100	1	1000	0.05	93.2056
34	12	900	100	1	1000	0.05	95.2717
35	12	900	100	1	1000	0.05	97.4947
36	12	900	100	1	1000	0.05	94.3835
37	12	900	100	1	1000	0.05	94.3955
38	12	900	100	1	1000	0.05	95.4463
39	12	900	100	1	1000	0.05	97.4356
40	12	900	100	1	1000	0.05	95.51
41	12	900	100	1	1000	0.05	93.9903
42	12	900	100	1	1000	0.05	97.0006
43	12	900	100	1	1000	0.05	93.7764
44	12	900	100	1	1000	0.05	94.3201
45	12	900	100	1	1000	0.05	89.8866
46	12	900	100	1	1000	0.05	93.4899
47	12	900	100	1	1000	0.05	94.5158
48	12	900	100	1	1000	0.05	97.0302
49	12	900	100	1	1000	0.05	94.9435
